COUNTESTHORPE-WIGSTON-SEWAGE-FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP597968,Long,-1.120681,Lat,52.565762,Elevation,257,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.94,2.85,1.13,2.03,1.23,1.9,1.76,3.15,2.05,2.09,2.89,1.34,2.2,1.56,2.5,2.42,3.62,1.27,2.91,1.36,0.98,1.34,1.77,0.89,3.22,2.94,2.89,4.19,2.28,2.38,2.12,3.51,2.24,1.2,1.67,1.61,3.48,1.32,0.63,2.22,2.1,1.05,1.09,1.69,4.05,1.45,2.6,3.05,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.28,0.62,1.27,2.78,3.4,0.71,0.97,2.24,0.8,0.3,2.52,3.71,0.59,2.65,2.94,2.1,1.75,0.32,0.59,2.4,0.26,2.3,0.58,1.93,1.83,2.75,0.78,0.93,2.46,1.73,0.49,0.93,1.21,1.45,2.57,1.16,1.07,0.83,4.13,3.11,0.61,1.28,2.44,1.91,0.77,3.56,3.23,0.05,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,3.6,3.34,2.23,0.75,3.72,0.86,1.06,3.23,2.39,0.98,1.46,1.29,0.86,1.02,0.77,1.87,1.2,0.08,1.84,0.14,1.28,2.65,1.44,0.61,1.47,2.39,0.28,1.74,1.93,2.83,1.34,1.07,0.23,0.66,0.78,5.12,0.8,1.85,1.12,3.55,2.13,1.64,2.01,2.39,0.98,2.24,1.5,1.91,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.17,2.21,1.22,0.84,0.91,1.5,2.22,1.95,4.51,0.95,2.88,1.64,2.12,1.65,1.7,1.79,0.95,1.47,2.75,3.54,2.64,1.08,2.37,3.22,2.04,2.63,0.09,1.59,2.49,1.73,0.99,0.64,1.94,1.06,1.85,2.27,1.65,2.02,2.11,2.48,1.97,2.18,0.29,0.95,0.95,0.21,0.59,2.03,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,2.04,1.54,1.42,1.7,1.56,2.58,1.83,0.74,1.78,1.88,0.89,1.63,4.57,4.45,2.71,1.39,0.92,1.99,2.69,2.41,5.03,1.34,0.72,0.89,0.88,3.02,1.56,0.92,1.14,2.7,3.05,3,0.95,3.35,1.57,1.48,2.49,2.99,2.25,3.08,4.19,1.58,2.03,3.53,0.58,2.27,2.08,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.68,0.87,2.61,2.45,1.33,2.7,0.52,0.88,1.58,0.93,0.73,0.59,2.24,0.08,1.86,3.78,2.85,1.26,1.35,2.49,0.85,2.27,0.64,3.15,4.93,1.28,1.45,1.44,0.86,1.15,0.04,3.52,2.51,2.15,2.77,1.38,1.56,0.61,1.87,1.46,1.71,2.74,2.49,3.24,2.96,1.79,4.69,0.94,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,5.25,1.08,2.06,6.34,1.54,1.55,2,3.61,2.4,0.14,4.97,3.17,3.98,2.12,1.88,2.5,1.23,1.62,4.13,2.86,3.76,1.47,1.15,0.84,4.49,3.34,2.31,3.34,3.09,5,2.2,0.73,2.46,2.82,1.69,2.02,1.41,2.99,2.53,1.02,0.37,2.11,2.69,1.09,3.55,3.57,3.13,1.21,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,6.44,0.91,1.04,2.49,3.75,4.49,1.09,2.09,0.73,3.27,4.19,1.9,2.6,1.61,1.75,3.41,1.74,1.82,2.41,3.83,1.56,0.9,1.37,1.78,2.13,0.7,3.48,4.77,0.27,3.39,2.47,1.28,2.89,2.13,4.4,0.23,5.34,1.84,1.98,3.81,3.04,2.8,3.69,1.34,5.5,3.01,2.74,0.61,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,0.84,1.39,0.81,2.23,1.16,1.53,3.99,2.34,1.78,0.8,2.26,3.11,2.58,3.25,1.85,4.24,0.77,1.14,3.32,2.65,2.67,1.68,1.34,3.39,2.61,1.14,2.53,0.69,0.91,0.6,0.82,2,3.13,1.03,4.47,1.09,3.16,1.82,2.77,1.96,1.66,1.38,2.2,1.13,1.86,4.08,2.43,0.07,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.23,3.46,1.9,1.25,1.93,2.89,1.07,1.56,1.62,1.92,0.78,3.31,4.12,3.26,1.9,1.98,3.44,2.94,1.55,0.64,3.06,2.32,1.48,2.78,1.38,3,2.14,3.69,3.59,2.01,3.55,1.74,2.41,3.33,1.25,0.21,3.19,5.28,0.6,0.8,2.8,2.5,3.02,1.48,1.46,1.04,2.27,1.96,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
