Rainfall at,ROTTINGDEAN SCHOOL
,
Station no,473,
,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,2.38,3.95,1.51,2.44,4.03,3.57,2.27,4.48,1.26,3.25,
February,,0.78,2.40,4.30,0.66,2.87,3.27,2.27,1.38,1.20,1.45,
March,,1.39,1.31,2.58,1.72,0.73,0.44,3.59,2.15,0.07,1.81,
April,,0.89,3.23,3.38,2.68,3.09,3.79,1.64,2.77,0.97,1.53,
May,,1.20,0.74,2.98,3.30,2.73,2.96,0.98,1.10,1.76,2.15,
June,,0.03,1.51,0.47,2.39,0.06,3.03,3.44,2.82,2.62,0.67,
July,,0.41,2.57,4.94,2.97,4.44,1.82,1.72,1.80,1.51,1.94,
August,,1.14,2.74,2.55,3.22,2.08,4.31,3.10,1.78,2.27,4.17,
September,,0.51,2.71,2.55,2.69,3.27,0.73,5.44,0.63,0.83,2.61,
October,,1.20,0.80,6.30,4.48,3.70,2.79,2.34,7.56,4.50,2.51,
November,,1.98,1.49,2.33,3.33,2.80,6.87,3.42,3.33,7.35,5.68,
December,,2.28,3.22,3.37,3.68,4.58,0.56,4.58,3.18,6.48,2.83,
Total,,14.19,26.67,37.26,33.56,34.38,34.14,34.79,32.98,30.82,30.60,
Calc annual,0.00,14.19,26.67,37.26,33.56,34.38,34.14,34.79,32.98,30.82,30.60,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
