LIVERPOOL GROVE PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ371886,Long,-2.947266,Lat,53.390473,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,1.56,1.55,2.83,2.2,1.78,2.15,2.56,1.43,4.2,1.89,2.29,3.48,1.02,3.94,2.83,1.75,0.69,0.69,2.32,3.36,3.31,1.4,3.7,1.85,1.4,0.72,3.1,1.27,3.2,1.01,1.65,2.7,1.05,1.3,1.7,3.26,3.64,,,,,,,,,
February,,,,,2.34,2.56,2.95,1.59,1.93,3.06,0.71,1.85,2.47,0.5,1.23,1,3,3.27,0.95,2.44,1.15,2.49,1.55,1.78,2.4,2.5,0.89,1.44,0.82,2.01,0.37,0.12,1.77,2.96,3.6,0.4,1.3,2.05,1.8,1.24,3.9,,,,,,,,,
March,,,,,2.99,1.76,2.18,1.42,2.7,1.2,1.51,0.94,2.85,3.21,1.65,0.62,2.18,2.55,1.5,1.08,2,2.96,2.32,1.12,2.14,1.21,2.33,1.33,2.23,1.87,2.04,0.86,1.05,0.74,1.64,2.66,3.08,2.2,0.57,1.37,1.1,,,,,,,,,
April,,,,,1.63,1.24,1.14,3,1.66,2.25,1.41,2.26,3.08,0.58,1.21,0.53,2.5,1.99,1.45,2.12,1.16,1.57,3.86,0.95,1.57,2.33,1.36,0.96,0.97,2.84,1.18,1.78,1.38,0.5,1.65,1.7,1.1,2.4,1.7,2.29,1.25,,,,,,,,,
May,,,,,2.64,3.41,1.21,1.48,1.89,4.97,0.88,1.64,1.77,1.61,1.9,2.01,0.35,2.1,3.62,1.83,2.19,3.33,1.44,0.75,1.54,1.03,4.8,1.99,0.95,2.72,1.74,2.14,2.85,1.27,2.25,0.82,0.5,1.13,3.35,2.83,1.62,,,,,,,,,
June,,,,,3.36,0.8,3.73,0.82,0.24,0.98,1.14,2.22,5.55,1.47,0.55,3.05,2.97,1.57,3.22,4.4,2.68,2.26,5.6,2.67,1.84,2.36,1.51,1.4,2.51,0.9,2.15,4.33,4.1,1.75,2.23,1.41,2.53,3.07,2.9,2.1,2.67,,,,,,,,,
July,,,,,1.93,2.78,2.42,3.27,0.32,0.8,0.67,4.8,5.91,3.56,3.5,3.63,2.13,5.16,1.59,3.67,6.03,3.3,4.38,3.53,3.55,2.23,3.68,1.41,6.74,3.77,2.52,3.86,2.48,2.39,2.64,3.23,2.23,1.03,0.52,1.65,2.4,,,,,,,,,
August,,,,,2.08,5.15,4.8,1.22,2.91,2.46,1.99,1.6,1.54,3.38,3.53,2.63,3.7,4.55,4.38,6.55,1.64,5.49,2.5,2.9,2.5,1.57,1.65,1.6,3.08,4.67,3.02,4.87,4.58,2.19,4.81,2.55,3.01,4.66,4.4,1.93,5.3,,,,,,,,,
September,,,,,3.36,0.76,5.68,2.01,1.95,4.85,2.51,4.19,5.98,2.68,2.72,4.8,3.45,3.08,3.85,3.19,3.1,2.04,2.61,5.5,2.33,5.3,3.08,4.57,1.14,2.46,1.58,2.73,3.23,4.47,0.95,1.42,4.35,4.66,1.1,4.32,1.17,,,,,,,,,
October,,,,,2.21,3.4,2.12,4.07,3.92,2.74,6.76,5.87,5.56,3.84,3.64,5.25,2.5,3.45,3.33,1.42,4.11,2.84,2.61,5.2,1.44,6.59,4.6,2.14,1.81,2.88,2.81,3.38,6.76,2.48,4.18,5.18,3.31,1.75,3.36,3.28,4.09,,,,,,,,,
November,,,,,3.16,2.83,3.42,2.2,2.15,3.36,3.17,1.95,2.7,2,4.2,3.38,4.18,5.42,1.36,1.05,3.27,2.38,5.14,2.76,2.34,3.22,2.47,1.23,4.72,2.51,5.9,3.33,2.03,1.41,2.1,2.53,1.45,3.04,1.68,1.36,3.17,,,,,,,,,
December,,,,,1.94,1.25,2.54,2.6,6.68,2.6,2.93,1.81,3.97,0.8,2.35,0.78,4.83,2.89,2,1.6,5.18,3.06,4.53,1.5,2.5,1.47,4.25,2.15,1.44,2.28,0.97,4.05,1.82,3.35,2.66,2.41,4.7,3.1,1.82,3.76,2.78,,,,,,,,,
Total,,,,,29.2,27.49,35.02,25.88,28.13,31.42,26.24,30.56,45.58,25.52,28.77,31.16,32.81,39.97,30.08,31.1,33.2,32.41,38.86,32.02,27.46,31.21,34.32,22.07,27.81,29.63,27.38,32.72,35.25,24.52,30.36,27.01,28.61,30.39,24.9,29.39,33.09,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals deleted 1901 2 & 4 from other stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
