WEST-KIRBY-HILBRE-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ217858,Long,-3.1780862,Lat,53.363249,Elevation,25,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,1.01,3.01,1.36,1.81,1.52,2.16,2.82,3.68,3.91,1.68,1.85,1.87,2.17,2.46,4.28,1.32,4.23,2.62,2.62,1.66,1.54,1.49,4.46,2.05,3.19,4.49,2.76,2.95,3.26,3.8,3.74,2.29,3.4,2.18,,,
February,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,1.19,2.25,3.23,1.87,2.21,1.31,2.75,0.24,2.44,3.26,0.33,4.75,2.38,1.05,2.11,0.88,0.41,2.56,0.11,3.12,0.27,2.37,2.26,4.66,0.41,2.16,2.35,2.54,1.18,1.83,1.23,2.48,4.04,1.15,,,
March,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,2.3,1.18,2,2.26,0.87,5.6,4.08,1.62,1.57,0.93,0.74,1.1,0.86,2.94,1.28,0.1,3.87,0.31,1.73,2.1,1.71,0.74,1.61,1.75,1.09,1.76,2.26,2.99,2.3,0.56,0.85,0.71,0.97,4.26,,,
April,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,0.35,1.4,1.74,2.26,1.41,1.54,3.68,0.98,2.03,2.08,1.69,1.46,0.67,1.48,0.93,0.77,3.16,2.51,2.79,0.8,1.57,2.31,0.94,2.66,0.22,2.14,2.12,0.71,1.06,1.15,1.56,1.67,0.75,2.44,,,
May,,,,,1.01,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,1.63,1.7,3.7,3.25,2.61,0.79,3.16,1.49,1.17,3.03,6.47,2.13,2.97,1.36,1.9,1.31,1.08,2.22,3.84,1.59,1.92,1.74,1.31,3.32,1.84,1.68,2.57,1.91,3.6,2.56,1.29,3.43,2.58,3.3,,,
June,,,,,0.57,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,1.95,0.76,1.27,1.84,2.01,1.6,4.27,0.1,1.64,0.45,1.77,0.02,0.95,3.45,4.89,1.36,1.57,5.02,0.67,1.57,1.4,3.78,3.88,1.04,2.97,2.43,0.94,0.38,0.31,2.07,1.71,2.22,3.37,2.22,,,
July,,,,,3.6,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,4.72,3.15,1.08,1.04,3.4,1.4,6.51,1.19,3.47,2.86,3.59,2.07,4.13,4.1,1.47,2.96,4.87,1.76,3.8,1.52,1.44,1.7,3.06,1.79,2.66,5.27,3.04,1.79,2.66,2.33,2.64,3.27,4.42,3.76,,,
August,,,,,1.73,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,1.26,3.95,2.44,5.98,2.57,3.87,1.89,5.12,3.03,3.04,5.79,2.75,2.89,5.97,2.95,2.18,4.76,5.71,1.21,2.05,3.09,1.28,1.33,1.27,5.09,2.67,0.62,3.06,2.37,3.26,2.03,1.47,4.06,0.32,,,
September,,,,,2.07,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.95,1.13,2.96,1,7.04,2.46,2.31,1.12,2.78,3.06,3.13,4.26,3.84,5.7,1.25,1.98,3.19,2.99,2.39,0.72,2.75,5.61,3.06,1.93,1.66,0.65,2.8,0.67,1.73,2.97,4.67,1.53,2.45,2.64,,,
October,,,,,1.22,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,1.54,1.89,3.41,5.61,2.4,3.18,1.81,2.48,0.48,4.56,3.58,3.67,2.89,2.28,3.57,4.01,3.67,1.61,5.95,4.06,4.3,4.19,1.92,2.38,4.14,2.6,3.79,2.68,2.69,3.44,3.77,4.45,0.63,0.84,,,
