"WEST KIRBY HILBRE ROAD",,,,,,,,,,,,
Grid ref,SJ216862,Long,-3.179688,Lat,53.366828,,,,,,,
Station no,2802,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.90,1.41,1.65,,
February,,,,,,,,1.52,2.10,0.57,,
March,,,,,,,,1.76,2.82,2.14,,
April,,,,,,,,0.95,2.85,2.38,,
May,,,,,,,,1.45,2.76,0.82,,
June,,,,,,,,4.89,1.96,2.42,,
July,,,,,,,,1.71,3.03,2.57,,
August,,,,,,,,2.59,2.26,3.22,,
September,,,,,,,,0.43,3.24,2.40,,
October,,,,,,,,4.54,1.55,3.03,,
November,,,,,,,,1.96,2.39,1.02,,
December,,,,,,,,1.69,1.75,5.19,,
Total,,,,,,,,24.39,28.12,27.41,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.39,28.12,27.41,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,,
