"FINTRY (WATERHEAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5350/2,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.82,5.70,7.95,8.42,3.13,8.25,6.55,9.51,8.81,6.92,,
February,6.30,3.50,8.35,3.15,10.61,5.64,2.70,7.52,7.63,8.12,,
March,2.75,5.33,4.86,0.82,6.61,4.88,5.80,8.55,3.22,4.96,,
April,3.37,5.10,5.42,4.58,3.62,2.43,9.48,5.52,8.49,5.11,,
May,4.76,3.75,5.62,4.66,7.12,2.61,4.99,3.09,3.33,1.99,,
June,1.53,2.90,5.65,5.64,6.41,4.46,5.39,7.45,1.62,4.41,,
July,4.11,3.29,2.95,3.44,4.05,5.42,4.00,7.57,3.16,8.67,,
August,5.32,9.35,9.68,4.94,2.95,5.82,0.00,11.13,6.15,8.78,,
September,2.38,8.35,4.75,5.73,8.28,8.70,8.12,9.56,3.96,14.07,,
October,6.10,9.12,10.63,7.26,9.10,0.71,3.57,9.00,8.65,6.83,,
November,5.16,1.37,4.27,12.83,0.92,8.86,9.19,6.42,6.45,5.94,,
December,4.32,5.92,3.79,9.09,4.78,8.30,3.21,8.78,14.18,2.81,,
Total,47.92,63.68,73.92,70.56,67.58,66.08,63.00,94.10,75.65,78.61,,
Calc annual,47.92,63.68,73.92,70.56,67.58,66.08,63.00,94.10,75.65,78.61,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
