DESFORD INDUSTRIAL SCHOOL GARDENS,,,,,,,,,,,,
Grid ref,SK484055,Long,-1.286103,Lat,52.645087,,,,,,,
Station no,RR6622,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.91,,
February,,,,,,,,,,0.81,,
March,,,,,,,,,,2.85,,
April,,,,,,,,,,1.55,,
May,,,,,,,,,,1.53,,
June,,,,,,,,,,3.16,,
July,,,,,,,,,,3.51,,
August,,,,,,,,,,2.69,,
September,,,,,,,,,,1.80,,
October,,,,,,,,,,3.47,,
November,,,,,,,,,,0.51,,
December,,,,,,,,,,3.90,,
Total,,,,,,,,,25.02,26.69,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.69,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.02,0.00,,
