"WATTON, MERTON HALL GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1459/7,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.35,4.02,1.99,2.19,1.28,2.68,2.23,,,,
February,,0.42,3.03,3.70,1.48,2.57,2.23,2.32,,,,
March,,1.80,2.41,1.33,0.76,2.35,0.32,2.09,,,,
April,,1.32,2.27,0.98,2.07,2.67,2.47,1.83,,,,
May,,1.45,1.01,1.27,2.78,3.04,1.52,0.73,,,,
June,,0.78,0.98,0.81,1.07,0.55,2.86,5.22,,,,
July,,1.57,4.96,3.39,1.97,1.54,1.61,2.33,,,,
August,,2.23,2.56,2.49,2.50,1.93,1.95,2.68,,,,
September,,1.53,2.93,1.57,3.28,2.60,0.82,3.02,,,,
October,,2.14,0.57,3.49,4.68,2.19,2.39,2.46,,,,
November,,1.32,1.94,2.48,1.99,2.76,3.52,3.20,,,,
December,,1.68,2.84,3.26,2.58,1.84,0.82,2.17,,,,
Total,,18.59,29.52,26.76,27.35,25.32,23.19,30.28,,,,
Calc annual,0.00,18.59,29.52,26.76,27.35,25.32,23.19,30.28,0.00,0.00,0.00,
Difference,NaN,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,
