FOREST OF DEAN (REDDINGS LODGE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2123/9,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,3.63,8.06,2.68,2.85,3.06,,5.50,1.19,0.23,,
February,,0.79,2.10,0.78,2.41,1.43,,1.27,1.50,7.23,,
March,,3.25,1.29,0.20,1.04,1.42,,1.81,1.50,2.26,,
April,1.19,2.60,0.60,1.47,1.56,2.43,,3.05,2.93,1.94,,
May,2.21,5.40,4.10,0.87,2.60,4.47,,3.70,2.64,1.67,,
June,2.17,0.46,1.89,2.47,3.63,2.46,,2.13,0.50,1.41,,
July,2.26,1.49,1.86,1.95,3.47,1.13,,1.24,0.73,2.45,,
August,3.83,5.44,3.11,2.63,3.49,5.85,,4.10,1.40,5.30,,
September,0.82,2.28,3.48,3.03,2.67,5.64,,2.59,2.19,3.79,,
October,2.72,2.15,2.70,5.17,4.34,1.54,,3.95,7.04,1.34,,
November,3.88,1.05,1.93,5.50,0.86,7.15,2.32,1.67,3.59,5.31,,
December,2.86,5.04,2.17,2.33,6.93,4.04,1.43,6.04,1.75,1.31,,
Total,,33.58,33.29,29.08,35.85,40.62,,37.05,26.96,34.24,,
Calc annual,21.94,33.58,33.29,29.08,35.85,40.62,3.75,37.05,26.96,34.24,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,NaN,0.00,0.00,0.00,,
