FOREST OF DEAN (REDDINGS LODGE),,,,,,,,,,,,
Grid ref,SO547135,Long,-2.658594,Lat,51.818280,,,,,,,
Station no,2123/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.20,2.45,0.43,,3.56,4.08,1.85,1.73,4.50,4.73,,
February,4.90,0.51,1.54,2.30,1.59,0.23,3.17,4.61,0.28,3.79,,
March,4.20,2.04,1.23,2.50,1.97,0.85,2.36,1.00,2.48,2.54,,
April,2.45,2.38,2.61,0.96,1.08,2.11,0.05,0.63,2.80,2.15,,
May,3.51,4.08,2.11,2.57,4.78,0.54,1.62,2.44,1.07,1.77,,
June,0.93,1.91,2.25,5.32,4.43,2.63,0.97,5.38,1.56,2.37,,
July,1.00,1.61,3.66,2.15,0.41,3.09,2.65,1.99,1.71,3.98,,
August,4.27,5.83,2.69,,0.75,2.56,2.52,2.31,0.56,3.87,,
September,5.39,2.82,3.44,,1.14,3.00,3.63,5.42,0.18,4.45,,
October,1.37,4.32,1.99,,1.20,1.60,1.96,3.75,2.10,8.19,,
November,8.16,3.94,1.33,7.77,4.30,1.11,2.16,2.46,5.70,6.44,,
December,3.15,1.99,1.25,,4.09,4.29,2.82,3.61,7.97,3.29,,
Total,43.53,33.88,24.53,,29.30,26.09,25.76,35.33,30.91,47.57,,
Calc annual,43.53,33.88,24.53,23.57,29.30,26.09,25.76,35.33,30.91,47.57,,
Difference,0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,,
