"MONTROSE, SUNNYSIDE ASYLUM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5609,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.79,1.70,3.94,1.65,2.79,1.45,3.91,1.81,4.32,1.26,1.74,
February,1.27,0.45,2.12,4.94,1.08,3.22,4.21,1.56,1.24,2.05,1.02,
March,1.76,2.29,1.91,1.55,0.63,1.10,0.65,2.03,3.99,0.17,1.32,
April,2.22,1.31,2.37,2.31,1.56,2.85,1.73,1.47,1.26,1.33,2.49,
May,2.86,1.66,0.56,2.20,3.77,2.94,1.92,2.56,1.29,1.95,1.66,
June,0.70,1.00,1.21,0.74,1.40,0.74,2.34,2.88,2.98,1.73,1.60,
July,2.86,1.83,2.80,2.11,4.53,2.05,2.43,1.75,2.16,3.17,1.89,
August,2.96,1.85,1.85,5.24,3.76,2.18,2.37,3.19,3.67,4.66,5.81,
September,1.25,1.24,2.89,2.40,4.48,3.24,4.39,5.87,2.67,0.57,4.76,
October,2.47,1.43,1.42,2.50,4.52,2.22,5.52,5.10,3.48,2.73,2.69,
November,2.49,2.52,1.51,3.19,1.95,1.19,4.38,2.14,2.69,3.79,3.57,
December,3.25,1.17,1.75,3.39,3.45,1.60,0.29,2.79,2.56,4.60,3.65,
Total,25.88,18.45,24.33,32.22,33.92,24.78,34.14,33.15,32.31,28.01,32.20,
Calc annual,25.88,18.45,24.33,32.22,33.92,24.78,34.14,33.15,32.31,28.01,32.20,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
