"MIDHURST COCKING RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4902,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,3.17,2.15,3.95,6.25,0.64,5.32,1.69,1.49,5.05,8.65,,
February,4.55,1.61,3.25,1.45,5.06,7.24,4.63,1.29,1.84,3.05,,
March,1.74,2.45,5.13,3.36,5.74,1.37,3.75,2.45,1.50,5.93,,
April,2.60,1.79,0.12,3.28,1.59,1.39,1.35,2.18,2.67,2.84,,
May,1.99,2.32,1.18,2.96,1.73,4.08,2.80,1.95,2.29,0.28,,
June,3.71,2.79,3.59,0.85,1.31,1.11,2.95,2.85,1.90,0.84,,
July,2.73,0.89,2.79,2.51,2.75,5.04,1.21,3.10,5.58,1.39,,
August,3.37,1.15,7.75,2.35,2.22,2.92,3.71,6.65,1.87,3.92,,
September,0.19,1.52,4.31,2.82,1.78,1.84,3.10,2.24,6.94,1.46,,
October,5.16,5.62,3.71,5.71,2.49,4.01,6.48,5.11,1.23,0.44,,
November,4.74,5.50,2.15,3.73,4.13,4.17,5.66,1.39,2.93,2.70,,
December,5.13,9.23,4.94,2.61,10.34,12.09,4.41,1.49,4.28,7.57,,
Total,39.08,37.02,42.87,37.88,39.78,50.58,41.74,32.19,38.08,39.07,,
Calc annual,39.08,37.02,42.87,37.88,39.78,50.58,41.74,32.19,38.08,39.07,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
