"MIDHURST COCKING RECTORY",,,,,,,,,,,,
Grid ref,SU875177,Long,-0.755692,Lat,50.952101,,,,,,,
Station no,RR4902,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.06,,
February,,,,,,,,,,0.34,,
March,,,,,,,,,,6.34,,
April,,,,,,,,,,1.87,,
May,,,,,,,,,,0.85,,
June,,,,,,,,,,3.47,,
July,,,,,,,,,,3.13,,
August,,,,,,,,,,3.63,,
September,,,,,,,,,,4.41,,
October,,,,,,,,,,9.44,,
November,,,,,,,,,,0.82,,
December,,,,,,,,,,5.42,,
Total,,,,,,,,,,40.78,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.78,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
