MIDHURST-COCKING-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU875177,Long,-0.755692,Lat,50.952101,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,3.87,3.38,2.1,4.92,3.87,,,,,,,,,,,,,,,,,,,,,,1.06,3.17,2.15,3.95,6.25,0.64,5.32,1.69,1.49,5.05,8.65,5.18,5.36,5.66,1.93,3.37,5.69,,,,,
February,,,,5.84,3.46,6.06,0.76,1.32,,,,,,,,,,,,,,,,,,,,,,0.34,4.55,1.61,3.25,1.45,5.06,7.24,4.63,1.29,1.84,3.05,0.78,0.24,4.17,6.77,0.56,5.77,,,,,
March,,,,0.94,3.66,2.35,2.5,1.46,,,,,,,,,,,,,,,,,,,,,,6.34,1.74,2.45,5.13,3.36,5.74,1.37,3.75,2.45,1.5,5.93,3.28,1.79,2.66,2.77,2.05,0.58,,,,,
April,,,,2.04,1.65,1.38,1.83,1.62,,,,,,,,,,,,,,,,,,,,,,1.87,2.6,1.79,0.12,3.28,1.59,1.39,1.35,2.18,2.67,2.84,4.28,1.23,4.36,3.79,3.76,3.64,,,,,
May,,,,2.23,0.85,4.89,4.74,1.35,,,,,,,,,,,,,,,,,,,,,,0.85,1.99,2.32,1.18,2.96,1.73,4.08,2.8,1.95,2.29,0.28,1.69,2.23,1.11,3.2,4.8,5.66,,,,,
June,,,,2.71,1.53,1.87,0.98,1.66,,,,,,,,,,,,,,,,,,,,,,3.47,3.71,2.79,3.59,0.85,1.31,1.11,2.95,2.85,1.9,0.84,1.78,0.06,1.72,0.45,2.47,0.05,,,,,
July,,,,3.31,3.33,0.51,3.46,1.1,,,,,,,,,,,,,,,,,,,,,,3.13,2.73,0.89,2.79,2.51,2.75,5.04,1.21,3.1,5.58,1.39,6.52,0.39,4.79,1.45,5.01,4.97,,,,,
August,,,,1.47,1.29,1,2.13,3.51,,,,,,,,,,,,,,,,,,,,,,3.63,3.37,1.15,7.75,2.35,2.22,2.92,3.71,6.65,1.87,3.92,1.81,2.24,3.09,2.95,3.65,4.9,,,,,
September,,,,4.25,3.42,6.2,1.77,4.04,,,,,,,,,,,,,,,,,,,,,,4.41,0.19,1.52,4.31,2.82,1.78,1.84,3.1,2.24,6.94,1.46,2.86,1.07,3.62,2.63,6.69,3.71,,,,,
October,,,,3.26,1.21,4.81,6.36,1.68,,,,,,,,,,,,,,,,,,,,,,9.44,5.16,5.62,3.71,5.71,2.49,4.01,6.48,5.11,1.23,0.44,3.51,0.61,1.12,8.13,5.58,5.57,,,,,
November,,,,5.34,1.66,3.97,4.76,6.04,,,,,,,,,,,,,,,,,,,,,,0.82,4.74,5.5,2.15,3.73,4.13,4.17,5.66,1.39,2.93,2.7,2.47,3.96,2.68,1.8,2.31,4.82,,,,,
December,,,,1.26,4.69,1.7,6.15,2.59,,,,,,,,,,,,,,,,,,,,,,5.42,5.13,9.23,4.94,2.61,10.34,12.09,4.41,1.49,4.28,7.57,4.73,3.04,5.11,4.25,5.92,4.11,,,,,
Total,,,,36.52,30.13,36.84,40.36,30.24,,,,,,,,,,,,,,,,,,,,,,40.78,39.08,37.02,42.87,37.88,39.78,50.58,41.74,32.19,38.08,39.07,38.89,22.22,40.09,40.12,46.17,49.47,,,,,
