PRESTWICK (LADYKIRK FILTERS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS388270,Long,-4.554255,Lat,55.510084,Elevation,185,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.59,4.51,3.85,4.73,3.05,4.64,1.55,4.66,3.75,4.59,3.38,1.98,0.44,3.86,4.9,4.55,3.2,3.5,2.86,6.32,3.91,2.64,3.49,3.93,2.41,3.69,2.5,2.51,4.11,3.29,1.43,4.05
February,,,,,,,,,,2.13,0.14,2.88,0.09,2.82,0.61,4.95,2.37,3.46,1.27,4.15,1.56,2,1.19,3.73,1.56,5.63,2.13,0.33,2.43,3.31,3.05,2.67,1.77,0.97,2.57,1.32,1.03,2.01,3.78,1.42,2.77
March,,,,,,,,,,0.94,2.41,0.61,2.66,2.64,2.75,2.59,2.09,0.83,2.39,2.66,5.95,3.15,2.04,2.03,0.52,3.23,1.51,2.72,3.26,1.89,2.58,2.73,1.59,0.74,2.17,1.39,1.3,3.49,0.74,1.88,2.51
April,,,,,,,,,,1.61,1.69,1.36,2.79,1.91,2.91,3.2,0.64,1.54,0.39,1.01,2.29,1.51,1.56,3.91,4.21,1.83,1.25,4.05,1.81,3.84,2.77,1.97,1.54,1.38,0.98,2.55,0.95,2.63,1.26,2.03,2.13
May,,,,,,,,,,2.45,1.36,2.22,3.42,1.96,3.74,0.98,2.59,1.48,3.12,0.43,1.5,4.59,2.69,3.91,3,4.75,1.01,4.23,1.16,1.74,1.35,1.81,1.73,1.7,2.08,2.86,1.51,2.22,2.84,1.2,1.48
June,,,,,,,,,,1.98,3.07,5.65,1.55,1.48,2.63,4.43,3.43,2.98,4.56,2.23,1.04,1.31,2.8,4.56,4.4,4.52,1.98,3.12,6.03,1.04,2.36,1.59,2.48,0.94,3.73,2.75,2.08,2.28,2.63,3.16,1.94
July,,,,,,,,,,5.8,2.31,3.81,3.93,3.22,2.5,1.33,6.32,6.18,4.94,4.21,4.55,4.73,3.58,2.73,3.87,3.79,3.21,3.35,2.89,2,4.54,1.97,2.67,4.32,4.97,1.51,5.5,3.14,4.79,4.61,3
August,,,,,,,,,,5.99,5.4,1.31,1.91,2.96,3.41,3.05,6.39,2.82,2.81,2.93,2.13,5.32,4.88,4.92,3.9,2.16,1.69,0.27,5.51,4.09,3.64,3.53,5.5,3.45,4.06,1.72,6.53,4.55,5.2,0.49,3.29
September,,,,,,,,,,1.36,3.5,1.16,4.07,1.16,4.51,5.72,3.78,2.76,3.83,2.28,6.47,1.74,5.2,2.51,5.58,4.21,5.15,4.64,5.51,1.22,8.52,2.47,2.69,3.19,4.63,3.13,3.9,3.39,3.37,1.44,2.96
October,,,,,,,,,,4.89,5.3,3.31,5.04,3.14,7.43,6.56,4.43,3.78,7.71,1.39,4.58,3.95,4.44,6.51,6.02,4.34,0.47,1.79,4.45,5.11,3.68,1.27,3.25,2.91,8.32,1.91,3.43,4.08,2.78,6.27,2.3
November,,,,,,,,,,4.85,4.86,6.29,3.37,1.96,0.82,4.79,3.73,0.54,6.3,7.34,5.06,2.48,0.75,3.06,6.98,0.28,4.92,5.98,2.85,5.2,2.95,4.61,2.18,5.3,4.45,1.85,1.32,1.76,1.37,3.41,4.61
December,,,,,,,,,,7.06,3.68,3.03,6.78,1.49,5.08,3.99,5.98,1.58,2.11,2.31,5.36,2.17,5.36,2.95,4.58,2.35,2.92,2.75,3.96,7.07,1.11,5.65,3.46,3.98,4.63,4.46,3.65,2.65,3.97,4.6,4.37
Total,,,,,,,,,,40.65,38.23,35.48,40.34,27.79,41.03,43.14,46.41,31.7,44.02,34.32,42.47,33.39,38.35,45.72,49.17,40.29,29.74,36.09,46.18,40.42,39.19,33.76,32.79,31.29,46.28,27.95,33.71,36.31,36.02,31.94,35.41
