"LEICESTER (STOUGHTON DRIVE NORTH)",,,,,,,,,,,,
Grid ref,SK609031,Long,-1.101823,Lat,52.622258,,,,,,,
Station no,2501,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.43,2.07,1.00,1.21,2.13,3.86,1.27,2.55,3.21,4.85,,
February,3.00,0.66,1.51,2.20,2.06,0.70,3.41,3.63,0.05,1.89,,
March,3.54,2.36,1.74,1.94,2.77,1.20,2.27,1.79,1.84,1.58,,
April,2.45,2.02,2.07,0.47,1.26,1.17,0.24,0.58,1.95,0.79,,
May,3.02,3.28,1.73,2.29,3.99,0.96,1.65,1.87,0.48,1.02,,
June,1.46,2.04,2.69,2.80,3.01,2.67,1.67,4.65,1.53,3.08,,
July,1.11,0.40,2.18,2.26,1.92,4.90,3.67,3.35,1.45,3.82,,
August,4.23,2.83,2.40,4.49,0.55,4.49,2.59,1.69,0.92,3.27,,
September,1.36,1.56,1.33,2.13,1.60,1.59,4.07,2.33,0.14,4.08,,
October,0.63,2.53,2.68,3.20,1.65,1.50,1.14,1.98,2.11,4.64,,
November,4.63,2.51,1.42,4.72,1.22,0.85,1.83,1.65,2.20,3.14,,
December,1.86,2.72,0.83,2.65,1.67,2.52,2.38,2.49,3.40,3.34,,
Total,29.72,24.98,21.58,30.36,23.83,26.41,26.19,28.56,19.28,35.50,,
Calc annual,29.72,24.98,21.58,30.36,23.83,26.41,26.19,28.56,19.28,35.50,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
