WOODHEAD RESERVOIR,,,,,,,,,,,,
Grid ref,SK080994,Long,-1.880892,Lat,53.491250,,,,,,,
Station no,2754,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.42,3.33,3.30,3.30,4.20,3.11,7.40,2.26,4.27,2.85,,
February,3.28,2.35,0.94,4.45,5.71,2.88,3.55,2.95,3.95,4.10,,
March,0.84,4.00,2.97,5.64,2.53,5.21,4.16,3.88,4.18,3.58,,
April,2.89,3.38,2.79,2.78,3.35,3.75,2.20,3.93,2.85,3.45,,
May,1.49,1.48,3.30,3.73,3.60,0.85,4.25,3.98,3.20,2.70,,
June,3.35,1.99,1.88,2.00,1.16,3.63,1.92,7.10,2.00,4.65,,
July,4.53,4.08,2.94,3.94,2.36,3.61,3.15,3.30,5.60,6.89,,
August,7.87,2.47,3.72,5.21,4.75,4.60,4.03,4.70,4.15,3.72,,
September,1.54,0.56,1.46,5.58,1.70,3.64,2.15,0.76,4.10,3.55,,
October,5.43,4.37,6.95,9.73,2.02,4.73,6.26,8.00,1.30,6.80,,
November,3.23,7.29,2.70,5.30,4.20,5.90,6.02,4.20,3.07,2.00,,
December,5.63,7.27,3.98,2.21,2.82,1.09,5.15,4.22,3.24,7.88,,
Total,47.50,42.57,36.93,53.87,38.40,43.00,50.24,49.28,41.91,52.17,,
Calc annual,47.50,42.57,36.93,53.87,38.40,43.00,50.24,49.28,41.91,52.17,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
