"WOODHEAD RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2754,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,,,,1.02,3.11,5.40,3.54,2.55,,
February,,,,,,1.55,3.95,2.30,0.64,3.50,,
March,,,,,,3.11,0.62,3.71,2.20,6.50,,
April,,,,,,2.30,3.72,3.50,4.60,5.80,,
May,,,,,,3.30,3.02,1.35,3.15,0.70,,
June,,,,,,4.70,3.04,3.60,4.30,3.25,,
July,,,,,,5.57,4.15,5.60,3.60,2.40,,
August,,,,,,3.70,9.60,9.30,5.65,10.30,,
September,,,,,,1.35,6.64,4.10,4.10,6.25,,
October,,,,,,10.32,3.60,2.90,5.96,4.70,,
November,,,,,,1.91,5.40,2.12,2.60,2.90,,
December,,,,,,1.50,4.04,2.20,5.20,4.50,,
Total,,,,,,40.33,50.89,46.08,45.54,53.35,,
Calc annual,0.00,0.00,0.00,0.00,0.00,40.33,50.89,46.08,45.54,53.35,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,-0.00,0.00,,
