CRAIBSTONE (SOUTH MEETHILL FIELD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ873107,Long,-2.211747,Lat,57.186933,Elevation,275,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,3,2.43,4.37,1.83,1.28,5.61,2.56,2.3,1.59,4.28,1.97,4.55,2.38,2.07,3.49,1.95,1.88,1.59,2.06,5.72,7.43,2.74,4.4,2.04,3.61,4.28,4.07,2.26,5.38,1.59,6.37,5.12,1.91,2.71,4.29,2.9,,,,,,,,
February,,,,,,,,1.94,0.98,2.15,1.05,0.8,2.95,8.92,2.12,4.87,5.16,1.97,0.76,2.79,1.57,2.63,0.42,3.43,0.5,1.75,2.88,2.65,0.87,2.68,2.78,5.55,3.33,1.24,1.63,2.27,1.26,3.09,1.04,0.98,3.28,3.79,1.7,,,,,,,,
March,,,,,,,,4.69,2.08,1.82,2.89,1.51,2.45,1.55,1.37,2.02,1.06,2.93,3.89,0.33,1.09,1.36,3.93,2.91,1.59,2.68,1.7,3.57,0.45,1.94,3.03,2.81,1.21,0.67,1.09,0.61,2.22,4.73,0.9,2.93,2.73,3.11,3.7,,,,,,,,
April,,,,,,,,2.2,0.46,3.26,2.51,1.14,3.59,2.52,1.83,2.89,2.59,2.77,2.19,2.08,3.44,1.78,4.19,1.74,7.55,4.47,0.69,1.82,0.56,1.22,2.53,2.99,1.52,1.74,2.87,1.12,0.54,2.35,1.69,0.98,1.99,2.7,1.48,,,,,,,,
May,,,,,,,,1.74,2.02,0.92,3.9,1.35,1.04,5.33,5.69,3.11,1.96,2.71,1.75,2.37,1.27,4.09,2.7,1.16,4.05,2.01,1.46,1.68,2.58,1.14,1.62,2.44,4.11,4.33,3.07,4.03,3.16,3.85,3.46,1.97,1.52,1.47,2.58,,,,,,,,
June,,,,,,,,1.17,1.54,1.67,0.9,1.28,2.62,1.01,1.99,1.14,2.3,3.16,3.42,2.44,2.19,3.66,1.2,0.94,0.87,4.14,1.35,1.15,3.31,2.02,0.68,0.99,1.36,2.25,2.5,2.34,2.89,1.56,5.18,2.01,1.85,2.44,3.07,,,,,,,,
July,,,,,,,,2.3,5.36,1.08,3.86,1.75,5.13,2.18,6.83,3.21,2.16,2.17,1.73,4.08,1.51,3.06,3.03,3.69,2.45,2.33,5.53,4.22,4.16,4.97,8.47,3.16,2.32,1.49,2.4,4.4,4.79,1.34,2.7,2.71,4.96,5.83,2.14,,,,,,,,
August,,,,,,,,4.65,1.34,2,2.34,1.91,2.27,4.65,2.4,1.17,1.36,2.58,3.11,2.82,6.67,2.3,3.57,1.01,5.17,3.24,1.54,2.48,1.71,1.31,1.97,5.5,3.01,4.73,1.52,4.2,3.02,0,5.44,4.67,3.06,3.86,4.55,,,,,,,,
September,,,,,,,,1.66,5.74,3.01,2.41,1.37,3.65,3.15,4.58,2.84,4.61,6.5,2.85,1.16,6.23,1.45,3.2,1.34,3.05,4.56,1.91,1.23,4.41,2.43,2.43,0.72,3.53,3.54,2.55,3.09,4.33,2.32,1.96,1.96,6.26,1.24,2.19,,,,,,,,
October,,,,,,,,3.91,2.28,3.4,4.28,1.55,1.92,4.22,3.38,2.79,5.7,4.63,2.66,3.84,3.43,1.39,7.51,5.84,4.19,3.98,1.3,3.83,2.95,5.09,3.88,6.25,4.37,2.42,4.85,5.18,0.76,2.65,3.9,3.35,2.02,0.94,2.77,,,,,,,,
November,,,,,,,,3.96,2.68,4.99,1.93,2.32,1.8,3.46,3.57,2.23,5.73,4.27,3.92,3.82,3.95,4.54,1.55,4.26,2.77,5.71,2.09,1.53,2.88,4.01,7.98,6.08,0.81,2.32,3.53,1.86,7.02,3.64,1.05,4.82,4.03,8.58,3.77,,,,,,,,
December,,,,,,,,0.89,2.68,6.05,4.35,1.6,2.32,4.64,3.5,1.93,1.13,3.43,2.94,8.6,5.11,1.34,1.51,2.65,5.88,4.14,1.94,4.04,4.5,1.88,3.23,1.06,1.93,1.13,3.61,5.64,3.69,2.64,3.96,1.51,2.76,2.39,2.81,,,,,,,,
Total,,,,,,,,32.11,29.59,34.72,32.25,17.86,35.35,44.19,39.56,29.79,38.04,39.09,33.77,36.71,38.53,31.09,34.76,30.85,39.66,41.07,28.11,35.63,31.12,33.09,40.64,41.16,31.78,29.93,31.88,40.12,35.27,34.54,36.4,29.8,37.17,40.64,33.66,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,841543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
