"HUNGERFORD PARK",,,,,,,,,,,,
Grid ref,SU353673,Long,-1.493919,Lat,51.403636,,,,,,,
Station no,796/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.43,2.26,0.98,1.19,,,,,,,,
February,6.21,0.53,1.69,2.86,,,,,,,,
March,4.03,2.68,0.46,2.65,,,,,,,,
April,3.06,1.56,2.94,0.29,,,,,,,,
May,2.94,2.75,2.16,2.26,,,,,,,,
June,0.72,1.79,2.00,3.99,,,,,,,,
July,2.04,0.42,3.32,2.92,,,,,,,,
August,4.09,3.96,2.24,3.70,,,,,,,,
September,3.19,2.17,2.69,3.42,,,,,,,,
October,0.85,5.01,3.50,2.18,,,,,,,,
November,7.58,3.46,1.12,6.34,,,,,,,,
December,2.89,2.46,0.80,2.95,,,,,,,,
Total,41.03,29.05,23.90,34.75,,,,,,,,
Calc annual,41.03,29.05,23.90,34.75,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
