MILTON BRIDGE (BUSH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT244636,Long,-3.209359,Lat,55.859635,Elevation,605,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,4.2,3.1,2.82,3.31,3.94,5.89,2.42,1.99,2.83,3.93,3.86,2.9,5.92,1.2,4,1.84,,,,,,,,,,,,,,,,,,,,,,,,1.91,1.92,4.23,2.21,1.24,3.22
February,,,,,,,4.35,0.78,3.88,1.85,3.71,1.04,2.55,3.1,0.8,5.36,2.77,1.33,2.57,0.95,0.57,2.32,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.26,2.59,2.21,0.42,2.71
March,,,,,,,4.94,1.88,1.03,2.75,2.74,3.14,2.1,1.24,0.96,2.43,2.38,2.47,2,0.27,2.68,1.22,,,,,,,,,,,,,,,,,,,,,,,,1.94,1.52,2.21,2,0.75,1.58
April,,,,,,,4.21,2.83,0.76,4.49,2.99,0.82,1.74,2.36,1.49,4.82,1.89,1.74,1.03,1.91,1.08,2.49,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.81,1.15,2.1,1.78,1.17
May,,,,,,,4.65,1.85,2.75,1.02,3.32,1.98,1.56,2.94,4.89,5.1,3.58,1.59,1.64,1.7,1.38,3.32,,,,,,,,,,,,,,,,,,,,,,,,2.45,1.21,1.65,2.53,0.52,1.17
June,,,,,,,3.32,2.08,0.67,1.95,1.29,0.7,1.88,1.57,2.78,0.53,3.89,3.33,5.64,2.65,1.78,5.04,,,,,,,,,,,,,,,,,,,,,,,,0.69,2.56,2,3.78,1.69,1.25
July,,,,,,,5.41,2.16,3.72,1.11,4.46,3.18,4.26,3.47,4.16,1.86,3.26,3.3,2.56,3.41,3.65,3.28,,,,,,,,,,,,,,,,,,,,,,,2.05,2.14,5.12,5.53,7.35,3.01,3.17
August,,,,,,,5.14,5,1.5,1.87,6.98,5.33,1.79,4.66,3.32,2.96,2.36,7.39,4.65,4.63,5.28,5.35,,,,,,,,,,,,,,,,,,,,,,,5.68,1.15,8.03,4.9,2.63,0.41,4.25
September,,,,,,,2.09,1.9,5.4,3.32,1.45,2.26,1.79,2.72,3.4,4.65,3.76,9.43,2.55,0.37,5.47,1.81,,,,,,,,,,,,,,,,,,,,,,,4.05,1.8,3.82,1.62,3.2,0.55,1.6
October,,,,,,,5.89,3.81,4.09,3.22,1.15,4.76,2.21,3.04,3.6,2.43,4.24,3.81,3.4,3.36,3.66,2.18,,,,,,,,,,,,,,,,,,,,,,,6.61,1.72,2.04,2.88,1.22,2.62,2.98
November,,,,,,,4.53,3.07,1.32,6.15,2.63,1.26,1.9,4.14,1.31,0.97,3.53,2.81,3.8,4.34,5.27,4.5,,,,,,,,,,,,,,,,,,,,,,,3.8,0.78,1.02,1.91,1.26,5.71,3.29
December,,,,,,,3.36,2.52,2.44,4.75,2.7,4.38,3.5,3.23,3.4,3.52,0.96,2.1,2.59,5.05,1.79,1.58,,,,,,,,,,,,,,,,,,,,,,,4.54,5.53,3.3,3.71,4.93,3.48,4.13
Total,,,,,,,52.09,30.98,30.38,35.79,37.36,34.74,27.7,34.46,32.94,38.56,36.48,42.2,38.35,29.84,36.61,34.93,,,,,,,,,,,,,,,,,,,,,,,,22.53,33.61,34.38,35.42,22.18,30.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"note on 1930s TYR ""probably terminated""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,BUSH HOUSE ,1954-1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
