"MILTON BRIDGE (BUSH HOUSE)",,,,,,,,,,,,
Grid ref,NT244636,Long,-3.209359,Lat,55.859635,,,,,,,
Station no,5123,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,1.91,1.92,4.23,2.21,1.24,3.22,,
February,,,,,1.70,2.26,2.59,2.21,0.42,2.71,,
March,,,,,1.94,1.52,2.21,2.00,0.75,1.58,,
April,,,,,0.72,0.81,1.15,2.10,1.78,1.17,,
May,,,,,2.45,1.21,1.65,2.53,0.52,1.17,,
June,,,,,0.69,2.56,2.00,3.78,1.69,1.25,,
July,,,,2.05,2.14,5.12,5.53,7.35,3.01,3.17,,
August,,,,5.68,1.15,8.03,4.90,2.63,0.41,4.25,,
September,,,,4.05,1.80,3.82,1.62,3.20,0.55,1.60,,
October,,,,6.61,1.72,2.04,2.88,1.22,2.62,2.98,,
November,,,,3.80,0.78,1.02,1.91,1.26,5.71,3.29,,
December,,,,4.54,5.53,3.30,3.71,4.93,3.48,4.13,,
Total,,,,,22.53,33.61,34.38,35.42,22.18,30.52,,
Calc annual,0.00,0.00,0.00,26.73,22.53,33.61,34.38,35.42,22.18,30.52,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,,
