WELLINGTON (PAYTON HOUSE),,,,,,,,,,,,
Grid ref,ST115206,Long,-3.261991,Lat,50.977984,,,,,,,
Station no,2063/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.11,,,,,,,,,,,
February,4.73,,,,,,,,,,,
March,4.00,,,,,,,,,,,
April,2.53,,,,,,,,,,,
May,3.25,,,,,,,,,,,
June,1.22,,,,,,,,,,,
July,2.09,,,,,,,,,,,
August,4.80,,,,,,,,,,,
September,3.78,,,,,,,,,,,
October,1.41,,,,,,,,,,,
November,7.66,,,,,,,,,,,
December,2.80,,,,,,,,,,,
Total,42.38,,,,,,,,,,,
Calc annual,42.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
