"MIDDLESBOROUGH (ALBERT PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3487,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.12,3.58,1.77,1.18,1.51,1.08,1.69,1.43,2.73,2.41,2.71,
February,0.78,0.18,1.54,2.04,1.27,2.31,1.54,0.56,0.99,0.55,1.25,
March,2.40,0.86,1.44,1.28,1.01,1.52,0.77,1.83,2.12,0.11,2.82,
April,2.37,1.00,1.33,1.31,1.79,2.04,1.20,1.41,0.78,0.99,1.96,
May,2.06,1.08,1.55,2.40,3.82,2.47,1.64,1.66,1.19,1.16,1.12,
June,0.69,0.36,1.65,0.74,1.49,0.08,2.45,2.31,5.14,2.14,1.16,
July,5.05,1.66,3.90,2.29,3.61,2.89,4.70,4.32,1.17,2.08,4.89,
August,1.65,5.46,2.28,2.67,3.32,3.14,2.02,4.69,3.42,2.53,3.38,
September,1.36,0.63,2.63,1.56,1.83,2.29,2.25,3.37,0.53,1.13,2.54,
October,2.19,1.51,1.42,1.99,3.05,2.53,2.70,2.19,2.56,2.22,2.08,
November,0.65,2.09,0.72,3.79,0.70,2.74,3.37,3.73,2.17,2.48,3.10,
December,3.24,1.96,3.48,2.11,2.64,2.76,1.12,1.77,1.19,2.51,1.78,
Total,25.56,20.37,23.71,23.36,26.04,25.85,25.45,29.27,23.99,20.31,28.79,
Calc annual,25.56,20.37,23.71,23.36,26.04,25.85,25.45,29.27,23.99,20.31,28.79,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
