"SOMERTON BUTLEIGH COURT",,,,,,,,,,,,
Grid ref,ST490285,Long,-2.729008,Lat,51.053568,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.65,2.68,1.08,3.61,3.26,0.87,4.58,1.18,0.93,1.50,,
February,3.42,0.76,1.35,1.85,4.25,0.84,2.07,1.65,1.24,0.62,,
March,1.43,1.91,2.26,3.40,1.22,3.47,1.70,0.61,2.95,3.49,,
April,2.25,2.28,1.65,2.96,1.31,2.65,1.53,4.53,2.06,2.75,,
May,2.52,1.31,2.10,2.32,3.04,0.24,4.25,2.41,2.15,1.20,,
June,2.36,0.84,3.65,3.12,1.00,4.00,2.20,2.14,0.63,2.85,,
July,1.19,2.19,1.76,2.57,3.93,0.86,1.21,1.79,1.88,2.63,,
August,2.23,2.26,3.44,3.95,2.74,5.34,2.42,2.48,2.76,2.16,,
September,0.54,2.91,1.95,3.00,2.04,1.40,0.65,0.61,2.74,2.34,,
October,2.91,2.54,2.18,6.87,2.33,1.80,4.88,5.57,2.07,5.48,,
November,3.20,0.68,3.30,2.07,2.25,4.05,2.43,3.66,1.23,0.80,,
December,5.94,5.61,1.82,2.71,2.62,0.99,1.99,4.48,3.47,4.68,,
Total,32.64,25.97,26.54,38.43,29.99,26.51,29.91,31.11,24.11,30.50,,
Calc annual,32.64,25.97,26.54,38.43,29.99,26.51,29.91,31.11,24.11,30.50,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
