EYNSFORD-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ550655,Long,0.22523513,Lat,51.367415,Elevation,358,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.48,0.84,,,,2.05,1.45,2.28,1.22,,2.25,2.83,2.42,3.33,0.92,2.7,1.85,2.18,1.54,2.25,1.33,4.41,4.78,2.51,3.93,2.16,,2.17,4.48,1.71,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,3.2,1.82,0.54,0.71,1.13,0.49,0.55,1.97,2.96,0.87,3.79,2.55,3.9,1.34,0.38,1.69,1.79,0.35,1.61,0.21,3.37,1.3,4.14,1.01,1.31,1.79,,0.46,1.65,1.02,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.62,3.18,1.34,0.86,3.23,0.88,1.53,1.47,2.05,0.97,1.01,0.22,3.12,2.16,0.03,1.51,0.34,1.56,3.05,2.06,0.49,1.1,3.34,0.48,1.72,3.63,,2.44,0.3,0.12,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.55,0.94,1.43,2.8,2.46,3.1,1.16,2.94,1.48,3.69,2.85,5.29,2.06,2.13,1.37,1.6,4.82,2.23,0.63,2.02,2.62,1.71,2.28,0.44,2.53,1.58,,1.36,1.14,1.43,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1,3.58,1.94,2.21,1.74,0.33,0.44,1.43,1.05,2.24,,2.28,1.34,1.52,2.28,1.39,4,3.59,3.36,2.03,0.58,1.75,0.41,3.18,1.87,2.26,2.07,,3.33,2.59,0.35,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.9,0.69,2.2,1.1,0.9,1.12,1.4,0.15,1.13,0.71,2.64,0.27,3.59,2.68,2.84,1.18,0.66,1.4,1.14,1.19,1.52,2.81,3.09,3.05,0.5,1.21,0.55,,0.36,1.55,1.39,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,0.92,3.73,0.91,3.27,5.26,3.31,3.33,0.17,2.41,2,3.46,4.27,2.13,2.82,1.9,1.44,2.25,3.21,2.58,2.2,1.6,0.55,3.36,1.72,1.55,2.23,3.37,,2.26,1.72,1.25,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.28,2.43,1.81,3.77,0.96,1.7,1.63,1.85,2.19,1.83,3.22,2.29,2.19,4.03,3.05,2.2,3.09,4.32,0.57,0.62,2.04,2.81,0.58,1.45,1.6,2.61,0,,2.9,0.97,3.55,,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,0.78,1.31,0.98,1.12,3.21,1.34,3.2,1.4,1.94,1.4,3.7,2.51,1.47,4.5,1.11,0.06,3.44,2.06,1.56,3.31,1.48,3.29,3.11,1.79,2.13,1.03,0.6,,2.71,1.72,3.07,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.9,1.79,3.08,2.36,2.21,0.84,0.81,0.76,1.7,4.97,3.57,4.07,3.13,1.57,4.18,3.03,1.25,0.72,5.79,1.89,1.71,3.23,2.36,1.88,2.89,6.4,2.93,,3.39,2.16,4.29,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
