"RAYNES PARK, RICHMOND ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,159,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,2.09,3.28,1.05,2.93,
February,,,,,,,,3.92,1.44,0.41,0.72,
March,,,,,,,,3.17,1.79,0.04,1.85,
April,,,,,,,,1.93,1.76,1.14,1.54,
May,,,,,,,,1.45,2.52,1.49,3.47,
June,,,,,,,,4.47,2.56,1.04,0.77,
July,,,,,,,,2.01,2.42,1.32,2.01,
August,,,,,,,,4.07,2.32,2.42,3.10,
September,,,,,,,,4.56,0.97,0.16,3.47,
October,,,,,,,,1.11,4.40,2.76,1.23,
November,,,,,,,,2.92,1.82,5.78,4.16,
December,,,,,,,,3.77,2.49,5.20,1.86,
Total,,,,,,,,35.47,27.77,22.81,27.11,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.47,27.77,22.81,27.11,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,
