BALDOCK-MIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL244338,Long,-0.18976983,Lat,51.988731,Elevation,214,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.4,0.64,1.96,3.05,0.6,0.43,2.31,1.96,1.09,2.9,1.03,1.2,0.87,1.64,1.18,3.33,2.43,0.94,3.17,1.05,,,,2.53,2,2.43,1.12,2.48,1.21,2.71,2.47,2.57,1.65,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.33,0.9,1.5,4.67,0.93,0.99,0.86,2.71,0.96,1.77,1.35,1.39,0.45,2.77,1.21,1.34,0.78,2.11,2.87,3.87,,,,0.45,0.25,1.52,3.02,0.87,3.18,2.86,3.26,1.28,0.62,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,3.93,1.6,0.61,0.75,2.45,0.95,2.85,1.37,2.24,1.97,0.91,2.62,3.44,1.06,2.07,2.95,2.33,3.38,1.61,4.89,,,,1.36,0.74,1.58,2.53,0.9,1.21,0.22,2.08,1.31,0.06,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.87,1.48,1.54,2.55,1.32,2.33,0.77,1.41,0.91,1.61,0.95,3.29,3.12,1.35,2.61,1.15,0.14,2.39,1.07,0.9,1.2,,,,3.49,1.22,2.5,1.98,2.89,1.92,3.33,1.8,1.32,1.73,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.39,1.38,3.19,2.06,1.15,1.18,2.22,2.97,1.64,1.29,1.19,3.01,1.31,1.65,3.08,1.76,1.66,1.84,1.4,1.74,2.3,,,,0.71,0.9,1.17,0.93,3.94,2.48,1.84,1.01,1.36,1.56,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.8,2.16,2.33,1,2.88,0.82,2.7,5.29,0.86,2.88,4.77,2.04,1.14,4.48,1.53,3.81,2.96,0.84,1.9,0.56,2.65,,,,1.42,0.61,0.72,0.73,2.12,0.14,3.24,2.76,1.65,0.92,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.82,1.11,1.39,2.1,1.75,1.99,1.71,4.48,3,0.98,0.42,2,2.74,2.59,2.09,0.32,2.18,2.37,2.41,3.43,1.49,,,,3.76,0.13,3.46,2.45,3.52,2.34,1.94,2.42,2.61,1.35,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.4,2.27,1.49,0.68,2.94,1.57,4.18,3.53,2.75,4.47,0.9,2.01,1.94,2.23,1.94,1.1,5.96,0.91,0.79,2.18,2.07,,,,1,1.07,2.1,2.63,2.95,2.5,0.96,3.13,0.82,0.54,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,6.61,2.09,0.31,2.33,0.41,1.52,0.97,1.67,1.01,1.94,1.36,0.56,1.73,2.06,0.94,1.02,2.18,1.46,0.8,1.19,0.94,,,,2.01,1.24,2.76,2.1,2.5,2.84,2.51,4.85,0.74,0.18,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.24,0.59,2.67,2.89,2.43,1.28,1.35,4.58,1.07,1.37,3.69,3.35,1.18,4.97,2.82,2.26,1.92,2.85,1.98,1.41,2.2,,,,1.59,0.53,0.77,3.83,3.86,2.76,2.3,1.37,3.56,3.55,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
