"KIPPEN (GRIBLOCH GARDENS)",,,,,,,,,,,,
Grid ref,NS634926,Long,-4.198002,Lat,56.106572,,,,,,,
Station no,5357/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.85,4.16,1.82,4.72,3.17,3.62,6.96,4.56,1.17,3.82,,
February,3.20,1.19,2.00,5.72,3.55,2.13,3.90,2.47,1.65,3.71,,
March,4.11,3.51,2.14,3.96,2.04,3.15,4.93,3.03,3.15,2.48,,
April,2.83,1.80,2.37,2.37,2.19,1.39,2.21,1.72,4.19,4.45,,
May,1.66,2.54,2.23,4.92,3.75,2.56,2.56,4.01,1.21,2.86,,
June,2.54,3.09,2.83,3.94,2.26,3.76,-999.00,3.69,2.73,1.76,,
July,3.06,2.58,6.00,3.06,1.50,5.67,,6.32,5.31,3.29,,
August,5.38,4.82,3.00,5.18,1.43,6.82,,6.16,1.86,4.44,,
September,3.81,3.10,5.98,6.67,3.54,6.29,,5.12,1.10,3.49,,
October,0.98,5.40,3.42,10.74,4.76,6.56,,4.28,4.46,5.87,,
November,8.51,2.00,8.03,8.47,2.50,1.56,-999.00,1.63,5.20,7.46,,
December,6.75,4.00,6.40,7.64,10.06,6.78,6.05,7.78,7.93,5.27,,
Total,47.68,38.19,46.22,67.37,40.75,50.29,-999.00,50.77,39.96,48.90,,
Calc annual,47.68,38.19,46.22,67.39,40.75,50.29,26.61,50.77,39.96,48.90,,
Difference,0.00,0.00,0.00,-0.02,0.00,-0.00,-1025.61,0.00,0.00,-0.00,,
