"DARLINGTON, HURWORTH GRANGE CROFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ297101,Long,-1.54308,Lat,54.485381,Elevation,161,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,3.62,1.91,0.67,0.98,2.4,1.18,1.34,1.64,1.7,4.04,0.99,1.48,0.89,2.61,2.76,1.63,0.73,2.54,2.26,0.51,2.79,0.64,0.98,0.95,2.58,1.36,2.49,3.39,1.75,2.12,,,,
February,,,,,,,0.64,0.89,1.28,1.19,1.14,0.03,1.99,1.87,2.91,0.94,0.46,1.59,1.27,1.65,5.34,1.18,1.11,1.5,1.97,0.85,1.14,1.29,1.81,1.2,2.56,0.97,1.57,0.85,1.2,2.66,,,,
March,,,,,,,2.48,1.72,3.14,2.94,1.73,1.44,0.96,0.42,0.96,2.38,2.33,2.57,1.59,1.01,1.21,2.27,0.85,2.7,1.99,1.7,1.17,0.92,3.57,4.03,0.52,1.93,2.19,2.84,1.63,1.13,,,,
April,,,,,,,2.16,1.09,2.45,2.55,0.83,2.61,1.52,0.6,1.84,1.68,0.64,2,2.16,2.26,1.18,1.58,1.61,1.09,1.57,3.02,1,1.9,2.17,2.03,2.02,1.12,0,3.44,0.52,0.76,,,,
May,,,,,,,4.42,1.76,0.62,2.45,2.11,1.64,2.4,2.67,2.23,0.72,0.42,1.58,1.81,3.5,1.58,1.29,2.03,3.47,3.59,0.91,2.99,3.89,1.64,1.34,2.44,1.67,2.05,1.79,1.48,,,,,
June,,,,,,,0.69,0.58,2.03,0.29,2.5,0.54,3.64,0.9,3.91,1.88,3.45,2.19,2.29,2.05,2.97,1.71,2.03,1.97,1.84,1.22,0.89,3.32,0.55,2.1,2.19,2.6,6.3,0.76,3.79,,,,,
July,,,,,,,4.34,1.16,3.82,2.25,1.41,4.44,1.31,2.22,2.2,5.65,2.03,1.15,0.87,1.82,2.75,3.88,2.71,3.74,2.22,0.88,2.11,2.24,3.21,2.21,3.56,0.6,4.25,0.64,2.7,,,,,
August,,,,,,,1.58,1.84,1.77,3.37,4.82,3.91,4.04,2.45,2,2.06,1.25,2.88,2.06,1.33,6.29,1.26,1.96,1.93,2.6,3.47,2.78,1.45,1.16,5.05,2.71,2.59,4.46,1.34,1.4,,,,,
September,,,,,,,1.73,2.86,1.35,0.74,2.25,2.08,1.9,1.52,0.47,0.92,3.26,2.07,0.26,3.04,0.85,1.37,0.83,2.85,1.59,2.21,0.44,0.55,2.36,1.68,0.1,2.17,1.74,2.6,1.76,,,,,
October,,,,,,,4.39,1.83,0.43,4.71,1.38,3,4.86,1.13,4.91,3.52,3.48,2.14,3.04,2.31,5.07,1.96,2.97,7.06,0.74,1.7,4.43,4.2,1.41,2.48,2.29,2.65,2.21,2.17,1.84,,,,,
November,,,,,,,2.81,2.96,3.51,0.86,3.55,2.34,1.15,2.38,0.97,3.12,1.11,2.08,2.56,2.07,2.34,5.08,1.17,1.43,1.59,4.56,2.61,2.56,1.22,0.68,2.52,3.74,1.77,1.38,2.79,,,,,
December,,,,,,,3.63,1.63,1.06,1.49,1.33,2.94,0.99,2.22,1.76,1.85,3.54,2.55,1.61,3.03,1.75,3.45,1.86,1.81,2,0.41,2.37,2.9,0.88,3.6,2.34,4.18,1.34,1.3,3.93,,,,,
Total,,,,,,,32.49,20.23,22.13,23.82,25.45,26.15,26.1,20.02,25.86,28.76,22.96,24.28,20.41,26.68,34.09,26.66,19.86,32.09,23.96,21.44,24.72,25.86,20.96,27.35,25.83,25.58,30.37,22.5,24.79,,,,,
