"SOUTHAMPTON (EAST PARK)",,,,,,,,,,,,
Grid ref,SU419119,Long,-1.405477,Lat,50.905059,,,,,,,
Station no,650,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.02,2.34,0.92,1.45,3.57,4.81,2.93,4.64,3.38,4.04,,
February,6.04,0.67,1.42,3.19,2.05,0.10,4.03,2.85,0.17,2.97,,
March,4.30,2.57,0.54,3.28,1.18,0.68,2.06,1.53,3.33,2.11,,
April,3.38,2.00,1.80,0.24,0.36,2.03,0.09,0.59,2.72,1.24,,
May,2.74,3.03,2.65,2.08,4.25,0.28,1.57,2.15,0.68,1.44,,
June,1.15,1.20,2.70,3.54,2.73,2.05,1.69,3.44,0.96,2.44,,
July,2.12,0.31,4.38,2.60,1.33,2.26,4.30,1.78,1.66,4.46,,
August,4.95,4.06,1.86,3.78,0.96,3.50,3.49,4.37,1.55,5.99,,
September,3.39,3.92,3.46,3.06,1.69,4.38,2.65,4.87,0.08,4.85,,
October,1.11,5.03,5.66,3.20,4.67,1.74,2.39,3.20,3.09,7.10,,
November,9.24,3.71,1.33,5.49,2.77,0.82,2.64,2.42,3.82,5.34,,
December,2.76,2.40,0.80,2.92,4.20,5.53,2.10,4.55,6.46,3.93,,
Total,45.20,31.24,27.52,34.83,29.76,28.18,29.94,36.39,27.90,45.91,,
Calc annual,45.20,31.24,27.52,34.83,29.76,28.18,29.94,36.39,27.90,45.91,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
