"SOUTHAMPTON EAST PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,650,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.13,3.58,4.83,1.69,3.01,4.26,5.30,2.38,5.66,1.58,5.02,
February,0.59,0.35,3.17,5.93,0.40,4.61,2.16,4.23,2.56,1.20,1.24,
March,2.10,1.24,2.29,1.89,1.50,0.47,0.64,3.65,3.33,0.17,1.67,
April,3.43,0.97,3.38,3.07,3.31,2.63,3.29,1.96,2.04,1.09,2.91,
May,1.70,1.29,0.77,1.73,4.19,3.75,1.50,0.76,1.13,1.97,2.08,
June,2.19,0.14,2.01,0.38,2.70,0.00,2.81,2.43,2.33,1.40,0.73,
July,5.27,0.64,4.28,0.92,3.55,2.70,1.72,2.77,1.60,2.03,2.02,
August,1.64,2.15,3.06,2.29,2.98,4.32,1.09,3.94,2.87,1.77,4.61,
September,2.07,0.78,1.89,2.07,5.25,3.08,0.49,6.03,1.17,0.42,3.16,
October,3.06,0.97,1.24,5.67,4.48,4.00,2.46,2.02,7.27,4.99,2.31,
November,2.26,2.16,2.25,1.76,3.00,2.87,7.52,3.12,2.96,9.06,5.72,
December,3.16,1.70,5.25,3.18,6.12,3.66,0.39,3.69,2.95,7.44,4.17,
Total,31.60,15.97,34.42,30.58,40.49,36.35,29.37,36.98,35.87,33.12,35.64,
Calc annual,31.60,15.97,34.42,30.58,40.49,36.35,29.37,36.98,35.87,33.12,35.64,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
