BURNLEY WW CANT CLOUGH N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD892312,Long,-2.164438,Lat,53.777596,Elevation,900,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,5.8,5.68,2.39,6.06,2.55,2.13,1.79,5.1,2.57,3.45,1.43,4.72,3.88,1.59,1.94,2.99,5.77,4.8,2.59,3.21,4.55,4.7,1.72,7.05,1.55,3.09,2.46,4.69,2.04,4.98,5.1,3.66,6.02,3.8,2.59,2.66,4.87,4.33,6.75,4.24,3.74,3.02,3.5,5.16,4.13,10,2.13,8.5,4.86,4.97,3.07,4.16,1.98,4.81,3.99,5.17,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,4.36,4.82,3.85,0.79,1.07,1.04,1.86,0.86,0.4,2.53,4.95,5.18,0.59,2.2,3.26,2.61,2.01,4.47,1.98,1.44,4.76,5.26,2.51,3.17,1.93,2.6,2.61,4.7,4.57,1.92,2.02,3.75,6.31,5.35,0.84,4.83,1.81,2.84,0.51,4.26,6.46,1,7.11,3.74,2.24,4.73,0.89,1,4.23,0.35,3.39,0.51,5.8,2.8,5.21,1.73,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.49,3.87,2.86,3.1,1.97,3.46,2.91,3.26,1.98,0.92,1.2,3.88,3.51,4.96,5.12,1.89,2.18,0.78,3.13,2.43,6.55,2.49,3.81,2.77,2.81,3.32,3.41,1.13,2.03,5.51,5.49,4.72,1.65,3.65,2.85,1.61,5.69,3.74,2.74,3.06,2.16,1.33,1.38,1.79,4.09,4.14,1.01,3,0.49,2.85,2.72,3.28,1.53,2.4,2.02,1.54,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.52,2.36,2.75,2.95,1.51,2.39,3.04,1.2,2.56,1.16,0.83,2.37,2.75,2.05,3.03,2.54,3.39,2.02,2.62,2.37,2.43,2.66,3.47,1.25,2.2,2.86,3.65,4.16,2.21,0.95,5.52,1.38,1.78,2.75,1.98,1.06,1.87,6.14,1.43,3.93,3.61,2.03,2.88,2.14,2.93,1.22,1.44,4.35,3.87,3.6,2.01,3.49,3.12,1.12,3.55,0.64,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.22,1.81,3.09,4.88,2.41,1.28,2.69,2.82,3.73,4.65,2.35,2.39,0.82,0.58,1.66,2.87,2.86,2.32,1.3,3.47,3.27,3.13,0.85,3.45,3.51,2.64,2.61,2.6,2.78,2.95,3.97,2.26,1.59,2.87,1.38,2,1.69,5.03,2.4,1.82,3.56,4.79,3.99,3.9,1.3,1.97,3.22,2.47,2.62,4.52,2.33,3.31,1.03,1.31,2.22,3.95,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,5.14,1.15,3.64,2.31,0.55,2.78,0.76,3.84,1.47,3.89,3.63,2.77,2.93,2.53,3.67,2.87,1.39,3.88,1.5,1.5,1.83,1.04,2.93,2.17,5.49,2,3.16,2.73,4.91,6.2,2.05,2.2,0.78,2.43,2.26,1.39,1.47,2.04,0.15,2.28,1.19,2.33,0.05,3.91,3.69,6.76,1.56,2.37,6.18,1.07,2.45,2.66,4.05,4.11,1.93,3.97,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,5.85,3.66,5.64,1.53,3.98,3.49,5.41,3.56,3.14,3.9,2.23,5.06,4.36,5.74,2.09,2.15,1.11,2.48,3.69,1.74,3.31,4.04,2.7,2.52,1.76,2.7,5.02,6.19,3.73,0.56,5.21,1.35,3.72,4.12,2.56,1.77,3.53,2.3,6.63,2.08,5.1,5.58,3.54,1.55,2.41,3.48,1.67,2.69,6.64,4.16,4.59,3.02,2.36,1.65,4.19,1.82,4.36,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,4.07,2.18,2.25,1.76,1.87,1.73,4.28,5.65,6.3,8.66,5.06,4.68,4.23,4.22,2.38,6.28,4,1.53,5.04,1.98,3.22,4.71,5.45,4.24,3.76,3.23,4.38,3.69,6.18,2.61,7.47,2.72,2.51,4.75,3.49,6.95,2.87,3.18,1.94,5.44,6.15,5.47,6.15,4.31,4.11,7.11,7.12,4.51,7.43,4.9,1.35,1.59,4.82,1.57,3.54,1.84,4.87,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.52,7.29,2.68,5.01,3.6,5.51,1.09,2.51,2.77,3.47,3.53,4.28,0.24,1.86,7.32,4.31,1.26,6.76,1.23,1.36,1.7,5.77,1.43,2.74,1.22,0.7,4.53,2.89,0.44,3.73,2.29,1.52,2.93,0.95,2.04,2.25,10.05,1.59,2.54,1.95,4.6,5.44,5.24,3.72,3.3,5.66,0.94,1.67,3.82,4.78,5.53,2.16,3.79,6.42,4.81,2.14,1.95,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,4.55,5.3,2.73,7.56,6.52,2.85,1.91,5.01,2.77,5.13,6.58,4.17,4.93,4.46,5.15,1.99,4.21,2.86,4.97,3.43,4.3,11.07,1.73,3.8,6.58,5.58,2.25,5.04,3.98,4.05,4.66,2.23,2.41,1.52,8.83,7.79,3.16,2.87,2.57,2.53,1.11,5.75,4.54,5.51,3.46,4.43,6.55,6.15,5.78,2.57,6.57,4.87,5.78,9.07,4.57,2.3,8.05,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,6.73,4.72,1.52,3.31,3.7,3.89,8.35,1.81,7.36,4.59,2.47,3.09,3.27,5.11,2.2,4.01,2.74,1.99,3.71,5.54,2.98,2.63,3.28,4.93,4.45,2.49,3.41,1.58,5.17,4.94,3.55,5.01,6.62,2.53,3.68,3.2,2.26,3.59,2.35,2.28,2.86,5.5,2.48,2.86,7.73,4.3,7.11,9.57,5.68,7.78,3.04,3.12,2.03,5.51,4.91,1.49,6.2,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,3.75,3.24,5.28,1.97,6.11,3.37,3.25,2.71,0.92,8.74,2.36,4.78,3.35,4.16,5.76,5.21,4.39,2.98,4.57,5.39,4.23,3.27,3.6,0.95,3.17,4.66,3.13,5.57,5.45,8.2,4.71,2.71,7.37,8.45,3.49,2.62,6.61,5.96,3.29,6.03,5,4.02,5.33,3.69,1.82,1.32,3.05,10.65,4.54,2.05,2.32,0.59,7.06,3.56,5.59,2.44,4.68,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,46.92,39.79,39.72,45.87,30.9,37.37,34.3,40.34,47.2,38.83,40.45,41.69,40.03,38.81,42.63,33.48,36.2,41.48,32.56,34.16,54.88,37.47,34.47,40.8,36.85,39.23,42.86,44.96,42.63,50.4,39.69,43.53,40.45,44.94,36.48,42.03,36.89,43.44,34.29,44.41,52.48,41.78,40.55,43.47,44.68,55.26,45.49,55.58,48.49,40.76,31.32,43.25,45.29,44.16,30.95,47.11,40.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
