FARNHAM-CROOKSBURY-RIDGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU887461,Long,-0.73094,Lat,51.20729,Elevation,440,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,1,2.62,3.97,0.91,4.94,1.05,2.33,0.82,2.66,1.33,3.27,4.41,0.67,5.24,1.43,1.39,3.71,4.82,3.58,2.72,4,1.8,2.61,2.67,4.58,2.56,4.08,1.68,4.7,1.88,3.23,2.29,2.36,0.73,5.55,6.58,3.31,5.49,3.21,2.94,3.44,6.24,1.84,2.06,2.88,,,,
February,,,1.14,1.68,3.84,0.68,2.3,1.4,0.9,0.52,4.05,1.59,2.74,1.03,4.96,5.01,5.04,1.02,1.65,2.53,0.59,0.34,2.86,4.96,0.58,4.34,2.01,4.95,2.18,0.61,0.98,2.11,0.3,4.49,0.13,3.37,2.52,4.93,0.65,1.34,3,2.46,0.74,1.49,0.99,2.46,2.64,,,,
March,,,1.84,3.72,1.43,4.39,1.36,0.9,3.29,4.12,1.23,1.73,3.65,3.5,4.37,0.76,4.51,1.88,0.98,4.11,2.21,1.69,2.17,2.62,1.4,0.7,0.37,3.66,2.35,0.06,1.2,0.4,1.8,3.48,2.68,0.41,2.07,4.39,0.24,1.17,3.15,3.78,2.01,0.49,0.2,0.86,1.3,,,,
April,,1.3,1.37,2.16,1.4,1.29,0.33,4.02,3.35,2.19,2.16,1.76,0.03,2.99,1.56,1.14,0.93,1.88,2.97,2.95,3.54,1.07,2.99,2.51,3.35,2.56,3.55,2.33,2.33,0.75,2.38,3.96,2.47,1.06,2.24,3.18,2.14,2.77,0.17,2.77,2.2,1.23,1.68,1.36,1.14,1.55,2.44,2.05,,,
May,,0.6,2.78,2.98,3.21,1.17,1.74,2.25,1.97,1.72,2.24,2.25,1.69,2.03,1.19,3.39,1.75,3.5,1.71,0.16,0.83,1.77,0.96,2.57,3.08,3.83,1.58,1.28,2.24,1.85,2.58,3.52,5.64,3.03,1.06,1.32,1.62,2.14,1.45,1.52,1.03,2.63,3.42,3.05,0.55,1.57,3.59,1.88,,,
June,,1.49,3.09,4.57,0.9,5.37,1.91,2.08,1.14,3.4,4.95,2.18,3.76,0.7,0.64,0.98,2.23,2.47,1.01,0.96,2.08,0.13,1.46,0.41,3.46,0.03,2.79,5.07,2.26,1.55,0.37,2.04,1.11,1.07,1.42,3.55,4.25,2.03,0.59,1.64,0.86,1.7,0.29,1.32,2,2.22,2.75,2.08,,,
July,,2.69,1.87,2.97,2.08,0.98,0.5,1.53,2,2.96,2.37,0.84,2.29,1.31,2.35,4.84,0.99,4.31,5.25,3.28,5.18,0.39,4.36,1.47,3.83,3.38,1.27,5.83,2.03,1.47,2.25,4.67,2.64,2.24,1.37,1.63,3.46,0.72,1.91,3.1,2.97,2.81,1.37,1.89,1.7,5.43,2.15,,,,
August,,1.53,3.8,3.57,2.2,3.46,0.87,2.88,4.32,1.91,3.27,1.53,4.96,1.27,1.78,1.46,3.2,5.83,1.32,2.51,2.25,1.71,2.8,2.64,1.94,3.93,1.47,3.43,1.69,1.48,3.37,3.76,1.09,0.98,2.35,3.37,0.78,1.39,1.77,2.49,0.03,4.99,3.5,1.56,1.82,1.11,4.41,,,,
September,,1.46,0.71,3.24,1.47,2.21,1.64,0.85,1.92,3.14,0.45,1,2.98,2.93,1.07,1.87,2.3,2.64,5.7,2.06,2.61,1.02,1.64,1.19,5.09,3.08,0.73,5.7,1.44,0.19,3.41,1.91,2.58,3.42,1.77,4.56,2.68,2.29,1.35,0.73,1.85,0.18,1.51,1.77,2.76,2.73,4.79,,,,
October,,3.03,1.86,8.54,1.79,1.74,4.61,5.32,2.93,5.53,3.7,3.39,3.55,4.69,1.75,3.37,5.14,4.2,1.51,0.84,2.24,0.55,1.24,6.25,3.6,3.58,2.51,1.7,5.64,3.46,1.7,0.62,4.89,2.03,1.52,3.48,2.17,3.03,3.27,5.05,3.98,1.39,3.58,2.97,4.22,3.65,1.18,,,,
November,,0.59,2.94,2,1.45,3.2,4.16,2.3,1.02,0.54,3.31,4.35,2.01,2.59,3.26,2.55,5.13,0.98,3.03,1.99,1.46,1.9,1.64,1.66,3.05,2.08,5.67,4.13,2.67,7.19,4.93,3.73,1.29,0.74,2.81,6.77,3.41,2.4,5.03,5.66,7.85,3.42,1.87,1.82,4.63,0.33,5.58,,,,
December,,3.95,1.51,2.33,3.03,0.75,2.04,3.87,2.78,3.67,5.47,7.88,3.9,1.6,9.22,6.66,3.49,1.39,2.37,5.17,2.81,1.68,4.95,2.84,4.94,3.81,0.29,3.79,2.87,7.66,2.66,0.63,0.8,0.56,7.73,3.6,3.5,4.62,3.94,1.38,1.57,2.06,3.76,1.84,2.68,4.01,3.35,,,,
Total,,,23.91,40.38,26.77,26.15,26.4,28.45,27.95,30.52,35.86,29.83,34.83,29.05,32.82,37.27,36.14,31.49,31.21,31.38,29.38,14.97,31.07,30.92,36.93,33.99,26.82,44.43,31.78,27.95,30.53,29.23,27.84,25.39,27.44,35.97,34.15,37.29,23.68,32.34,31.7,29.59,27.17,25.8,24.53,27.98,37.06,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer lived at Pinecroft Littleworth Rd The Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quite extensive grounds NGR chosen so 130yds gets to house across road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
During 1900s gauge changed between daily and monthly readings several times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 1909 gauge read daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 Oct 19 Inspection Pipe of funnel of gauge broken Gauge 3ft above ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 June 20 Station name amended from Farnham(Littleworth Rd) to Seale(Littleworth Rd) Gauge not moved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 July 22 Station re-named Seale (The Sands) No move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 June 1 Gauge moved 130yds NNE (to house across the road),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947 Ill health compelled observer to cease observations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
