ALDBOURNE-MANOR-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU260756,Long,-1.627005,Lat,51.478765,Elevation,435,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,4.5,1.9,3.05,3.04,2.5,0.75,4.64,5.05,3.44,5.89,2.48,2.9,3.38,5.38,1.74,1.97,2.54,2.65,7.05,1.71,0.71,3.59,2.68,1.45,2.08,3.1,4.86,2.44,3.49,5.3,4.43
February,,,,,,,,,,,,2.43,0.09,4.09,0.12,3.59,2.43,5.77,0.87,1.56,2.67,2.83,0.83,1.31,0.93,2.75,2.68,1.6,1.49,1.63,5.6,5.09,0.95,1.61,3.02,1.69,0.43,4.21,3.61,0.26,2.36
March,,,,,,,,,,,1.12,0.29,2.35,3.48,2.34,0.68,2.44,4.66,0.22,1.91,2.56,3.52,2.23,0.83,0.36,1.13,1.05,5.45,1.35,1.56,1.25,4.1,3,0.77,3.2,1.66,0.58,2.06,1.19,3.28,1.73
April,,,,,,,,,,,2.56,3.27,2.97,1.23,2.35,5.02,2.02,3.57,0.13,3.66,1.83,1.87,1.98,0.85,1.72,1.01,2.05,3.13,2.61,1.62,2.58,3.51,2.04,2.64,0.4,0.54,1.77,0.36,1.13,2.97,1.61
May,,,,,,,,,,,1.36,3.32,6.86,1.6,0.89,1.36,0.68,2.72,1.78,1.53,0.84,1.73,4.16,2.97,1.13,2.1,3.44,1.51,4.16,2.28,2.12,3.03,3.39,2.29,2.52,5.37,0.45,1.93,2.89,1.22,1.38
June,,,,,,,,,,,1.21,3.08,1.34,1.49,2.15,3.82,2.58,1.38,1.22,2.21,0.55,1.99,0.36,2.47,1.86,3.72,3.11,1.7,2.5,0.66,1.78,0.97,1.81,2.26,5.52,3.55,2.15,1.56,3.04,1.54,2.75
July,,,,,,,,,,,2.25,4.89,4.11,3.01,1.67,1.07,4.03,2.2,1.69,5.45,2.88,2.3,1.78,2.21,2.45,1.51,1.07,2.75,0.83,1.67,4.73,1.37,0.34,2.96,2.28,0.17,2.96,3.76,3.6,2.35,3.75
August,,,,,,,,,,,2.29,4.11,1.01,0.73,2.25,1.86,0.45,0.59,3.38,3.03,0.1,4.26,4.53,2.51,2.71,1.77,4.32,0.63,3.98,1.68,3.35,4.3,5.53,3.14,3.35,0.48,4.02,3.31,3.35,2.24,3.55
September,,,,,,,,,,,4.07,2.45,3.86,3.43,2.06,5.75,3.07,1.94,1.71,1.27,1,0.46,1.81,1.22,2.59,2.46,4.27,1.2,2.67,1.83,3.81,3.83,2.36,3.31,3.35,1.09,3.6,3.77,3.7,0.1,3.72
October,,,,,,,,,,,2.11,0.58,5.06,2.77,1.97,5.25,1.64,4.11,4.4,4.42,4.01,1.8,4.88,3.38,4.54,3.34,1.46,0.53,3.21,7.08,0.9,0.67,4.64,3.94,2.77,2.2,2.04,2.4,3.1,2.29,7.41
November,,,,,,,,,,,5.46,4.46,2.14,1.02,1.92,5.93,3.73,1.48,4.12,6.16,8.36,3.33,2.13,1.73,5.5,0.27,6.94,2.08,1.85,3.5,6.67,7.42,4.76,1.59,5.99,2.12,0.93,2.31,2.34,2.94,5.29
December,,,,,,,,,,,3.96,1.17,1.11,0.52,7.75,3.99,3.59,2.35,4.2,2.2,1.83,1.84,4.64,1.84,2.27,4.08,2.27,2.71,4.77,1.76,2.21,2.81,3.43,1.01,3.02,3.51,4.16,3.59,3.27,7.7,5.2
Total,,,,,,,,,,,,31.95,33.95,26.41,27.97,39.07,31.3,35.82,27.16,39.29,29.11,28.83,32.71,26.7,27.8,26.11,35.2,25.94,36.47,26.98,35.71,40.69,34.93,26.97,37.5,25.48,27.95,31.7,34.71,32.19,43.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
