"RUISLIP RESERVOIR",,,,,,,,,,,,
Grid ref,TQ086889,Long,-0.433805,Lat,51.588497,,,,,,,
Station no,863/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.97,1.94,1.00,0.93,2.53,3.39,1.17,2.60,1.98,1.74,,
February,4.74,0.78,1.84,2.66,1.25,0.30,2.91,2.06,0.03,1.89,,
March,3.77,2.83,0.60,2.51,1.10,0.86,1.05,1.18,1.98,1.54,,
April,2.95,1.91,2.63,0.39,0.46,1.09,0.31,1.37,2.51,0.42,,
May,2.15,3.21,1.54,2.22,4.31,0.20,1.28,2.82,0.65,2.35,,
June,1.21,1.49,1.81,4.47,1.80,2.44,0.91,4.31,0.66,1.98,,
July,1.27,0.57,3.23,3.20,0.50,3.95,3.46,3.36,3.97,4.17,,
August,3.98,5.30,2.04,3.25,1.19,4.18,1.25,2.93,1.78,2.65,,
September,3.11,3.75,2.27,2.09,1.45,2.64,2.54,5.42,0.03,4.88,,
October,1.03,3.41,2.68,2.50,3.88,2.77,1.94,1.99,3.41,6.17,,
November,5.58,3.20,1.57,4.00,1.77,0.52,1.94,2.59,2.35,5.11,,
December,1.65,2.71,0.67,1.70,2.17,3.06,2.09,2.76,3.31,2.82,,
Total,34.41,31.10,21.88,29.92,22.41,25.40,20.85,33.39,22.66,35.72,,
Calc annual,34.41,31.10,21.88,29.92,22.41,25.40,20.85,33.39,22.66,35.72,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
