"MELLING HORNBY CASTLE",,,,,,,,,,,,
Grid ref,SD587685,Long,-2.633215,Lat,54.110709,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.33,2.74,2.88,5.74,4.74,3.11,6.69,2.34,4.98,3.30,,
February,4.28,1.12,0.99,5.34,3.36,2.73,3.60,2.73,3.56,2.75,,
March,0.35,4.69,2.52,5.17,2.78,4.32,5.00,5.18,4.27,2.57,,
April,3.39,2.30,2.24,2.08,4.07,3.05,2.24,2.47,2.14,4.47,,
May,2.16,1.35,2.90,3.13,2.67,2.17,5.39,3.79,3.34,1.21,,
June,2.83,2.03,0.86,1.85,1.94,2.42,3.04,8.88,3.39,2.05,,
July,3.26,1.84,4.51,4.15,2.27,2.43,3.00,3.62,3.71,7.99,,
August,5.70,3.83,3.08,7.79,3.39,4.67,4.92,5.71,6.03,3.31,,
September,3.02,1.43,1.97,6.62,1.36,3.85,1.42,0.61,6.41,2.84,,
October,7.52,4.46,3.72,8.86,3.45,3.42,7.48,4.40,1.70,7.48,,
November,3.72,5.53,2.94,3.99,3.66,4.40,4.98,4.25,4.50,2.63,,
December,5.86,5.22,4.14,4.49,3.83,1.95,4.07,6.06,3.48,8.69,,
Total,47.42,36.54,32.75,59.21,37.52,38.52,51.83,50.04,47.51,49.29,,
Calc annual,47.42,36.54,32.75,59.21,37.52,38.52,51.83,50.04,47.51,49.29,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
