"WALTHAM CROSS (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ367997,Long,-0.024214,Lat,51.679436,,,,,,,
Station no,894,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.50,1.62,0.86,0.99,2.38,3.59,1.12,,,,,
February,5.60,0.61,1.37,2.16,1.64,0.40,3.00,,,,,
March,3.06,3.08,0.58,2.09,1.23,0.82,1.12,,,,,
April,2.81,1.15,2.62,0.22,0.33,1.17,0.20,,,,,
May,2.25,1.78,1.36,1.63,4.55,0.75,0.87,,,,,
June,0.56,1.87,1.45,2.98,2.53,2.99,1.12,,,,,
July,0.81,1.17,2.88,3.05,0.08,3.78,3.07,,,,,
August,5.11,2.70,1.83,3.28,1.66,4.61,1.73,,,,,
September,3.23,2.86,1.96,1.46,2.13,2.16,2.25,,,,,
October,0.59,2.27,2.73,2.30,3.68,2.63,2.11,,,,,
November,4.55,3.23,0.87,3.96,0.70,0.65,2.29,,,,,
December,1.53,2.15,0.57,1.92,1.60,2.81,2.02,,,,,
Total,32.60,24.49,19.08,26.04,22.51,26.36,20.90,,,,,
Calc annual,32.60,24.49,19.08,26.04,22.51,26.36,20.90,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
