ERITH-SEWAGE-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ523778,Long,0.191761,Lat,51.47866,Elevation,13,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,1.49,1.05,1.29,1.12,1.49,0.92,3.33,3.41,2.33,4.16,2.02,2.44,1.93,4.52,1.24,1.17,1.38,1.51,2.73,0.79,1.06,2.23,1.52,0.81,1.13,2.14,3.11,0.95,1.33,1.79,1.49
February,,,,,,,,,,,0.8,1.24,0.14,1.38,0.1,1.95,1.52,3.75,0.53,1.07,1.37,1.37,0.89,1.15,0.86,1.04,2.21,1.22,1.04,0.8,3,5.66,0.85,1.35,1.72,1.29,0.01,2.14,1.97,0.04,1.46
March,,,,,,,,,,,1.42,0.15,1.43,1.72,2.01,0.35,0.95,3.17,0.26,1.18,3.35,2.39,2.27,0.31,0.06,1.09,0.83,4.96,0.75,0.68,0.54,2.28,2.5,0.47,1.47,1.01,1.23,0.78,1.02,1.33,1.15
April,,,,,,,,,,,1.22,3.93,1.71,0.45,1.34,2.93,1.49,2.17,0.31,1.87,1.75,1.96,0.86,1.36,1.15,0.64,1.37,1.37,1.28,1.52,2.38,2.83,0.8,2.16,0.16,0.24,0.9,0.2,1.68,1.91,0.3
May,,,,,,,,,,,2.93,2.79,3.65,1.98,0.4,1.26,0.35,2.84,1.65,2.31,1.44,1.44,2.51,1.57,0.57,1.79,2.77,1.08,1.84,1.69,1.27,2.3,1.55,1.41,1.65,4.17,0.6,0.8,1.61,1.19,2.06
June,,,,,,,,,,,0.75,1.47,0.8,1.17,1.32,3.23,2.34,2.23,0.31,1.39,0.75,1.66,0.46,1.27,1.78,1.24,2.59,1.87,2.45,0.45,1.48,0.89,1.25,1.38,2.82,1.85,1.31,0.64,4.96,0.44,1.8
July,,,,,,,,,,,1.57,2.75,1.79,1.72,1.09,0.59,2.83,0.28,1.09,2.47,3.77,2.08,1.69,1.56,0.98,3.68,1.04,3.16,0.79,0.59,2.32,2.02,0.76,3.23,2.45,0.04,5.08,4.05,1.89,1.41,2.19
August,,,,,,,,,,,2.23,3.65,1.24,0.58,1.79,2.23,0.42,0.78,1.02,3.37,0.12,3.5,2.16,1.04,2.79,1.1,3.19,0.2,4.21,1.2,0.91,2.66,2.74,1.38,2.93,0.89,4.64,1.76,4.11,2.35,2.95
September,,,,,,,,,,,2.74,1.1,1.52,2.24,1.02,2.35,2.46,1.61,1.79,0.93,1.35,0.49,1.75,1.37,3.15,0.8,1.83,1.07,0.94,0.85,2.61,2.38,3.16,2.21,1.57,2.04,2.37,2.21,5.72,0.07,4.74
October,,,,,,,,,,2.04,1.12,0.51,5.28,1.36,1.85,2.59,1.39,2.04,2.15,6.07,2.67,0.84,3.27,2.11,3.33,1.85,1.31,0.15,1.72,4.79,0.33,0.78,2,3.29,1.41,3.28,1.15,1.47,2.55,1.88,5.64
November,,,,,,,,,,3.63,3.82,2.19,0.75,0.66,1.66,3.53,3.03,1.65,2.39,4.5,6.54,2.57,1.98,1.11,3.41,0.27,2.53,0.96,1.65,2.14,4.89,3.59,3.24,0.74,3.58,0.39,0.74,2.44,1.71,2.76,3.34
December,,,,,,,,,,2.89,1.42,0.54,0.4,0.46,3.94,1.97,1.85,3.72,2.1,1.07,1.33,0.96,1.95,1.47,1.18,2.4,1.83,2.07,1.95,1.11,1.55,1.71,1.83,0.63,1.18,1.64,2.3,1.7,2.5,3.12,2.08
Total,,,,,,,,,,,21.51,21.37,20,14.84,18.01,23.9,21.96,27.65,15.93,30.39,26.46,21.7,21.72,18.84,20.5,17.07,22.88,19.62,21.35,16.61,22.34,29.33,22.2,19.06,22.07,18.98,23.44,19.14,31.05,18.29,29.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
