"HEADLEY RESERVOIR",,,,,,,,,,,,
Grid ref,TQ207527,Long,-0.271548,Lat,51.260692,,,,,,,
Station no,125/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.76,2.34,1.43,1.51,3.20,4.45,2.20,3.39,3.29,3.51,,
February,7.15,0.85,1.45,2.35,1.70,0.36,4.36,2.52,0.09,2.36,,
March,4.20,3.02,0.48,2.64,1.46,0.90,1.53,2.02,2.82,2.01,,
April,3.04,1.64,2.68,0.38,0.29,1.92,0.28,1.00,2.93,0.96,,
May,2.59,2.05,2.09,2.25,4.43,0.32,1.82,2.68,0.93,1.89,,
June,1.03,1.34,1.79,4.62,2.19,3.10,1.00,4.24,0.91,2.25,,
July,2.88,0.80,3.93,3.72,1.47,5.42,3.40,1.95,1.04,3.50,,
August,4.40,3.41,1.69,3.28,1.15,3.40,3.79,2.80,1.70,4.12,,
September,3.11,3.17,3.86,2.46,2.11,3.12,3.32,5.56,0.17,3.17,,
October,1.22,3.46,4.21,3.06,4.18,1.22,2.16,3.60,3.22,7.03,,
November,8.22,3.46,1.74,5.80,1.66,0.99,3.22,2.42,3.49,5.57,,
December,3.32,2.76,0.75,2.18,2.98,4.52,2.52,3.69,6.18,3.75,,
Total,44.92,28.30,26.10,34.25,26.82,29.72,29.60,35.87,26.77,40.12,,
Calc annual,44.92,28.30,26.10,34.25,26.82,29.72,29.60,35.87,26.77,40.12,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
