"WAKEFIELD (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SE346203,Long,-1.477678,Lat,53.678026,,,,,,,
Station no,3232,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.95,2.22,0.50,1.77,1.36,3.28,1.04,2.54,2.52,4.74,,
February,2.93,0.46,1.56,2.17,2.27,1.10,2.20,3.94,1.08,1.61,,
March,2.83,1.64,0.72,1.48,2.17,0.77,1.46,1.89,0.97,1.69,,
April,0.79,0.75,1.79,0.23,0.53,2.16,0.21,0.47,3.54,0.66,,
May,4.05,1.38,1.68,2.64,2.83,0.54,1.62,2.61,0.97,1.20,,
June,0.72,1.21,1.74,1.03,1.50,2.56,1.53,3.69,1.70,0.90,,
July,3.20,1.18,2.26,1.55,0.59,3.58,2.49,4.30,1.08,2.50,,
August,4.47,1.40,2.68,5.29,0.42,5.02,4.67,3.06,0.93,4.22,,
September,2.39,1.50,1.30,1.79,1.17,2.45,3.43,2.76,0.11,3.32,,
October,0.96,3.40,1.42,3.12,1.62,1.06,1.06,1.43,1.52,6.16,,
November,6.39,1.29,1.98,4.04,1.62,0.61,1.62,0.81,3.23,4.92,,
December,2.10,1.72,1.21,2.53,2.37,2.30,2.72,3.66,2.94,2.93,,
Total,32.78,18.15,18.84,27.64,18.45,25.43,24.05,31.16,19.59,34.85,,
Calc annual,32.78,18.15,18.84,27.64,18.45,25.43,24.05,31.16,20.59,34.85,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-1.00,0.00,,
