"MORTIMER (GRAZELEY GREEN)",,,,,,,,,,,,
Grid ref,SU677678,Long,-1.028100,Lat,51.405196,,,,,,,
Station no,791,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.19,1.80,0.90,1.01,2.61,3.29,1.72,2.79,2.89,,,
February,5.22,0.70,1.33,2.13,1.21,0.15,2.91,2.67,0.21,,,
March,3.88,2.26,0.33,2.40,0.86,0.48,1.28,1.23,2.78,,,
April,3.13,1.40,2.46,0.23,0.20,1.42,0.26,1.18,2.18,,,
May,2.70,3.22,1.98,2.28,3.49,0.21,1.19,1.79,0.43,,,
June,1.58,1.76,1.79,4.45,2.49,2.08,1.58,3.46,0.63,,,
July,1.03,0.46,3.26,2.37,0.12,2.20,4.96,1.67,2.61,,,
August,3.90,3.38,2.13,3.87,0.38,4.01,2.06,3.88,1.90,,,
September,3.42,2.64,2.39,1.71,1.49,2.63,3.33,3.85,0.04,,,
October,0.71,3.55,3.39,2.03,2.84,2.01,2.24,2.30,2.79,,,
November,7.69,3.18,0.96,5.19,1.98,0.59,2.45,2.34,2.25,,,
December,1.79,2.30,0.62,2.77,2.32,3.89,2.31,2.73,4.38,,,
Total,38.24,26.65,21.54,30.44,19.99,22.96,26.29,29.89,23.09,,,
Calc annual,38.24,26.65,21.54,30.44,19.99,22.96,26.29,29.89,23.09,0.00,,
Difference,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,,
