PURLEY (GREEN LANE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,97,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,3.05,6.23,,,,,,,,,
February,,0.66,2.08,,,,,,,,,
March,,2.01,0.28,,,,,,,,,
April,,1.73,1.02,,,,,,,,,
May,,3.53,2.84,,,,,,,,,
June,1.33,0.71,1.30,,,,,,,,,
July,3.33,2.23,1.61,,,,,,,,,
August,3.64,2.00,1.24,,,,,,,,,
September,0.52,2.17,1.64,,,,,,,,,
October,0.93,3.96,3.15,,,,,,,,,
November,3.01,2.11,1.41,,,,,,,,,
December,2.05,3.24,2.17,,,,,,,,,
Total,,27.40,24.97,,,,,,,,,
Calc annual,14.81,27.40,24.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
