"DERBY, CHRIST CHURCH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4226,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.32,0.64,4.59,2.52,2.54,1.66,3.80,,,,,
February,2.24,4.71,2.11,2.65,1.46,2.03,0.24,,,,,
March,1.89,2.23,1.74,1.07,1.39,0.62,2.52,,,,,
April,1.88,1.73,3.07,2.24,1.81,2.22,2.07,,,,,
May,2.12,1.20,2.19,1.02,1.02,1.96,5.03,,,,,
June,3.61,2.40,4.57,4.63,1.39,2.64,1.59,,,,,
July,6.18,1.11,2.93,2.26,3.79,0.15,3.86,,,,,
August,2.28,4.39,1.94,1.88,2.58,2.65,1.53,,,,,
September,3.64,1.92,2.57,4.57,1.69,2.91,1.21,,,,,
October,4.53,3.64,5.23,2.66,1.21,6.66,5.40,,,,,
November,2.03,2.97,3.86,3.81,1.08,1.95,1.63,,,,,
December,3.59,2.27,5.38,1.13,2.81,1.01,2.50,,,,,
Total,34.31,29.21,40.18,30.44,22.77,26.46,31.38,,,,,
Calc annual,34.31,29.21,40.18,30.44,22.77,26.46,31.38,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
