PORTHCURNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SW385226,Long,-5.653966,Lat,50.045944,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,3.71,4.5,2.5,5.29,3.41,5.02,6.6,6.25,3.01,6.6,5.02,3.45,2.2,3.67,2.04,5.58,4.55,3.55,6.57,2.11,4.09,3.89,5.91,2.96,3.77,4.84,3.48,6.36,1.18,1.53,4.77,3.65,1.16,3.38,5.6,4.29,2.41,4.1,5.33,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,0.65,0.39,3.26,6.4,1.81,5.22,3.05,2.55,3.47,2.73,2.82,3.27,0.05,2.96,0.34,3.06,6.47,5.32,1.43,1.65,4.22,4.01,0.47,1.68,1.1,2.43,2.13,2.96,1.05,1.05,5.64,3.94,1.42,1.38,4.71,4.44,1.29,4.56,4.64,0.24,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.62,2.78,2.73,1.98,1.83,0.95,1.18,2.98,4.99,0.38,3.67,4.65,2.25,3.41,3.94,1.01,3.56,5.39,0.47,1.75,2.52,3.72,2.37,0.7,0.49,0.94,1.87,9.45,1.78,1.97,2.02,5.21,3.35,1,2.96,1.11,1.18,4.16,5.1,3.2,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.9,1.06,3.55,4.1,3.06,3.24,2.12,2.76,3.58,1.82,2.58,1.6,2.94,2.59,3.08,3.29,2,2.79,0.06,2.94,3.64,0.96,1.49,1.31,1.75,0.92,0.84,2.38,2.27,1.67,1.8,1.66,2.49,2.07,0.5,0.91,0.77,0.8,1.43,2.57,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.57,1.98,1.29,2.95,3.12,3.76,2.1,1.1,1.35,5.18,1.96,2.28,4.5,2.79,1.23,1.8,1.45,1.72,2.16,0.81,0.6,2.52,5.1,2.68,0.2,2.58,5.03,2.56,2.41,2.14,2.37,3.16,1.97,2.66,2.46,3.33,1.4,2.32,2.31,1.31,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.21,0.17,1.31,0.65,1.7,0,2.77,3.24,2.88,2.78,1.23,3.34,2.3,1.8,2.08,2.96,1.14,1.2,1.47,2.4,1.2,0.86,0.41,1.44,2.42,3.52,1.72,3.72,1.85,0.55,0.98,0.51,1.77,1.12,2.5,3.11,2.33,2.49,3.34,0.85,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,4.67,1.4,3.86,1.05,3.8,2.85,0.88,1.49,1.91,1.33,2.4,4.83,2.97,2.38,0.7,0.62,7.06,1.52,2.56,4.49,1.99,0.84,1.8,3.41,2.25,3.53,2.47,2.18,1.79,1.37,3.79,0.65,1.49,4.08,3.17,0.12,3.93,2.26,2.83,1.24,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.22,3.77,3.66,2.52,2.63,3.92,2.25,2.41,1.93,2.26,3.92,3.23,1.32,1.2,2.95,1.79,0.6,0.79,4.66,1.94,0.16,4.75,1.98,2.37,1.85,1.48,3.9,1.19,4.27,1.46,5.7,4.16,3.59,2.53,1.45,0.33,2.94,3.02,5.06,1.37,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,3.18,0.56,3.77,2.21,3.31,2.57,0.7,5.79,1.85,0.51,4.64,3.03,4.85,2.99,2.55,3.22,2.78,3.42,2.92,0.57,1.66,1.4,2.83,4.82,1.51,1.67,4.31,1.14,1.76,3.03,5.3,3.67,4.27,2.69,3.79,1.74,6.71,3.7,4.67,0.05,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,5.78,1.45,2.23,5.1,9.74,3.16,3.28,2.64,6.45,6.15,4.9,0.96,6.14,6.62,2.22,4.64,1.1,2.89,3.6,2.74,2.06,1.57,2.5,2.64,3.31,3.21,2.8,1.96,4.82,6.46,2.77,2.05,3.32,2.43,1.84,3.73,1.39,2.64,3.01,3.7,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
