ECCLESHALL-JOHNSON-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ826282,Long,-2.2598214,Lat,52.851014,Elevation,400,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,3.5,1.47,2.59,1.74,2.81,3.83,2.6,3.95,2.11,2.29,1.81,2.67,2.02,4.75,1.49,3.85,2.36,2.66,1.85,2.34,1.07,3.21,3.18,3.23,5.65,2.43,2.26,2.73,4.58,3.83,,,,,,
February,,,,,,2.45,3.57,1.14,2.13,1.74,2.25,0.25,2.6,4.59,0.81,3.52,2.61,1.31,2.51,0.51,0.34,3.07,0.12,3.11,0.35,2.71,1.58,5.01,0.94,1.43,2.26,2.7,2.48,1.22,1.64,,,,,,
March,,,,,,1.29,3.01,2.06,1.72,5.16,2.31,1.52,2.2,1.75,1.06,1.26,0.65,2.73,1.97,0.51,3.37,0.18,1.75,2.55,1.92,0.63,1.88,2.07,0.69,1.38,2.1,2.6,1.65,0.95,0.7,,,,,,
April,,,,,,1.33,1.6,1.52,1.62,1.84,4.88,1.67,2.1,2.16,2.59,1.45,1.53,1.87,1.43,0.59,2.21,4.03,2.83,1.21,2.15,3.45,1.89,2.54,0.12,1.82,3,1.32,1.5,1,1.92,,,,,,
May,,,,,,1.71,2.27,2.11,1.98,0.9,3.55,1.55,1.08,3.46,4.38,3.8,3.74,1.43,0.69,2.2,1.88,4.03,5.63,1.15,0.93,0.82,0.77,2.31,2.15,1.23,1.91,3.01,2.91,2.85,1.02,,,,,,
June,,,,,,1.91,1.63,2.74,1.24,1.59,3.23,0.32,0.89,0.43,2.26,0.09,1.89,4.94,3.51,2.06,1.14,4.2,0.47,2.37,0.97,2.6,3.91,0.7,1.7,1.76,0.95,1.95,0.25,2.69,2.35,,,,,,
July,,,,,,5.81,2.34,1.28,2.51,2.12,4.94,0.78,4.68,3.51,4.07,3.07,2.16,2.75,1.69,2.11,6.86,3.21,3.78,2.43,1.18,0.72,4.87,3.21,2.74,6.34,3.06,3.01,2.37,2.16,3.51,,,,,,
August,,,,,,2.67,1.8,5.76,3.26,2.46,1.38,4.07,3.52,2.73,4.45,2.59,2.12,3.83,3.57,3.04,3.22,5.37,1.47,1.05,3.11,1.91,1.16,1.38,3.2,2.07,0.5,3.89,2.02,2.09,2.62,,,,,,
September,,,,,,0.49,1.66,1.29,6.35,2.27,2.74,0.72,2.69,2.72,3.33,4.07,1.35,2.94,0.96,0.97,3.87,2.77,1.99,0.94,1.55,3.8,3.5,2.26,1.19,0.97,1.54,0.61,1.61,3.59,4.08,,,,,,
October,,,,,,2.16,4.09,5.16,1.74,3.26,2.86,2.4,0.37,3.66,3.95,4,2.2,2.02,3.77,3.96,3.59,0.99,5.58,4.55,3.09,4.64,1.75,2.27,2.99,3.99,3.71,3.4,2.56,2.1,4.12,,,,,,
November,,,,,,2.77,2.53,2.51,1.75,1.58,0.75,2.13,1.06,1.87,1.55,2,4.91,3.27,3.94,5.61,3.61,4.31,2.49,1.19,2.41,4.96,2.81,1.35,3.19,4.34,6.5,2.66,0.83,2.47,4.37,,,,,,
December,,,,,,4.88,2.59,1.29,4.39,4.44,2.54,2.25,4.06,4.23,2.32,1.81,0.69,1.64,2.55,4.17,2.95,1.47,0.97,0.3,3.95,2.99,1.89,3.86,2.83,1.96,2.35,1.74,2.33,1.45,1.75,,,,,,
Total,,,,,,30.97,28.56,29.45,30.43,30.17,35.26,20.26,29.2,33.22,33.06,29.47,26.52,30.75,31.34,27.22,36.89,35.99,29.74,22.7,23.95,30.3,29.22,30.14,24.97,32.94,30.31,29.15,23.24,27.15,31.91,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Johnson Hall. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
