"WORTH PRIORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,526/2,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,1.06,6.01,,,,,,
February,,,,,5.02,2.47,,,,,,
March,,,,,0.42,1.80,,,,,,
April,,,,,3.66,2.58,,,,,,
May,,,,,1.78,2.18,,,,,,
June,,,,,3.20,3.22,,,,,,
July,,,,,1.03,4.51,,,,,,
August,,,,,4.39,0.57,,,,,,
September,,,,,4.99,2.26,,,,,,
October,,,,,4.95,1.87,,,,,,
November,,,,,7.24,5.01,,,,,,
December,,,,,5.08,3.39,,,,,,
Total,,,,,42.82,35.87,,,,,,
Calc annual,0.00,0.00,0.00,0.00,42.82,35.87,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,NaN,NaN,NaN,NaN,,
