"HORNDEAN BLENDWORTH LODGE",,,,,,,,,,,,
Grid ref,SU709129,Long,-0.992904,Lat,50.911222,,,,,,,
Station no,RR4781,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.57,1.60,1.34,2.72,5.69,1.21,9.68,1.36,1.78,1.33,,
February,6.37,1.92,2.25,2.16,4.64,0.80,4.19,2.05,1.88,0.55,,
March,0.91,2.63,2.56,3.74,1.37,5.34,1.94,1.10,3.41,5.13,,
April,1.88,3.15,1.28,3.13,1.75,2.09,0.81,5.36,2.71,1.82,,
May,1.64,1.15,3.00,3.60,4.28,0.62,3.18,3.30,2.26,2.13,,
June,4.01,2.91,3.76,2.75,1.34,4.08,1.60,2.78,0.80,3.35,,
July,1.40,2.98,2.02,3.79,2.09,0.31,0.64,1.83,3.02,3.81,,
August,3.50,2.11,5.61,5.49,3.66,3.18,2.59,2.52,4.84,3.03,,
September,1.11,2.89,2.63,3.18,2.62,2.74,1.49,0.75,2.20,3.88,,
October,3.07,3.40,2.64,10.48,2.67,2.18,6.43,9.09,3.18,10.06,,
November,3.77,0.59,4.23,2.20,1.75,4.74,5.55,3.12,1.78,0.79,,
December,4.82,4.96,2.20,2.96,4.00,1.14,2.72,4.31,4.46,5.46,,
Total,37.05,30.29,33.52,46.20,35.86,28.43,40.82,37.57,32.32,41.34,,
Calc annual,37.05,30.29,33.52,46.20,35.86,28.43,40.82,37.57,32.32,41.34,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
