"CHURCH FENTON ANFIELD",,,,,,,,,,,,
Grid ref,SE528380,Long,-1.199159,Lat,53.835581,,,,,,,
Station no,3312/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.67,1.57,0.35,1.39,1.38,3.76,1.07,,1.96,,,
February,2.51,0.28,1.13,2.04,1.59,1.23,2.21,,0.09,,,
March,2.75,1.96,0.32,1.61,2.17,0.97,-999.00,,0.67,,,
April,0.79,1.24,2.06,0.28,1.33,1.95,,,3.27,,,
May,4.64,1.32,1.87,3.11,2.88,0.58,,2.60,0.57,,,
June,0.87,1.62,1.55,1.95,2.24,2.87,,3.00,,,,
July,2.30,1.28,2.05,1.38,0.93,2.84,,2.98,,,,
August,4.98,1.71,2.74,4.91,0.68,5.70,,1.84,,,,
September,1.79,2.35,1.32,2.28,1.02,2.53,,2.00,,,,
October,1.15,2.81,1.45,3.46,1.63,1.17,,1.23,,,,
November,5.49,1.24,1.77,4.44,1.76,0.61,,0.65,,,,
December,2.17,1.40,0.93,1.99,2.68,2.27,,2.99,,,,
Total,31.11,18.78,17.54,28.84,20.29,26.48,-999.00,,,,,
Calc annual,31.11,18.78,17.54,28.84,20.29,26.48,3.28,17.29,6.56,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-1002.28,NaN,NaN,NaN,,
