"WREXHAM W.W. (NANTYFFRITH RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4295/6,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.71,3.65,2.50,2.74,2.23,4.28,4.59,4.06,7.21,2.95,,
February,4.12,0.13,3.29,0.38,4.07,3.01,6.41,1.15,3.33,3.63,,
March,0.98,2.21,2.45,3.15,0.98,2.93,3.74,1.05,2.93,3.26,,
April,3.99,4.36,1.27,3.97,3.34,2.60,4.09,0.36,2.80,3.62,,
May,4.33,3.96,1.79,2.23,1.78,1.69,2.67,3.39,1.94,2.12,,
June,4.56,1.17,2.14,1.47,3.77,4.39,1.02,3.11,2.07,1.06,,
July,2.97,6.43,1.47,2.49,1.11,5.21,1.91,3.42,6.49,3.70,,
August,7.89,2.47,1.48,3.37,1.09,0.96,1.11,4.06,2.59,0.92,,
September,5.69,3.10,1.17,1.56,4.51,3.48,1.56,1.11,0.79,2.75,,
October,1.81,6.62,4.32,4.13,5.93,2.18,4.34,3.93,4.77,4.87,,
November,6.81,2.30,2.19,2.29,6.55,4.47,2.17,4.59,5.90,7.91,,
December,1.66,1.72,1.00,6.88,4.42,4.74,3.32,4.70,2.48,2.33,,
Total,48.52,38.12,25.07,34.66,39.78,39.94,36.93,34.93,43.30,39.12,,
Calc annual,48.52,38.12,25.07,34.66,39.78,39.94,36.93,34.93,43.30,39.12,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
