NEWPORT-CLYTHA-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST302881,Long,-3.0088851,Lat,51.587412,Elevation,100,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR7385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,3.97,2.15,2.42,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,7.71
February,,0,2.15,5.95,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,0.56
March,,2.32,1.14,0.37,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,3.18
April,,2.84,1.36,0.31,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,3.75
May,,4.58,1.89,2.92,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,1.87
June,,2.3,2.02,0.56,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,
July,,2.9,3.78,2.61,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,
August,,8.74,4.65,2.23,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,
September,,2.22,3.64,1.96,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,
October,1.94,8.12,3.69,3.93,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,
November,3.8,3.57,3.68,1.97,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.29,
December,1.24,6.83,1.78,4.8,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.17,
Total,,48.39,31.93,30.03,49.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is in Clytha Park.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge resurrected in 1929 (same position?) moved to Stow Park June 1930. NGR could be +/- 250m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
