BAGNALSTOWN FENAGH HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6083,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.10,3.87,3.96,1.76,7.76,4.06,8.22,3.60,4.41,1.70,5.78,
February,2.40,1.71,2.18,6.59,1.55,4.00,2.43,3.23,3.14,3.24,0.93,
March,4.44,2.74,1.39,2.27,0.81,0.60,0.97,4.22,5.50,1.19,4.77,
April,4.07,0.60,2.98,3.33,2.47,3.67,2.00,0.70,2.33,0.67,1.71,
May,2.71,1.72,1.36,1.37,3.99,5.12,2.25,1.30,1.06,2.74,2.45,
June,1.88,0.32,0.94,0.91,3.26,0.44,3.24,2.97,5.60,2.07,2.01,
July,6.48,4.12,3.05,2.39,3.29,2.60,2.74,2.77,1.21,2.80,2.71,
August,3.29,4.76,6.65,5.71,2.73,2.23,2.20,5.56,6.96,3.25,6.28,
September,1.02,1.27,4.13,2.86,6.23,2.72,0.78,2.03,1.31,0.85,4.73,
October,5.51,2.56,1.01,3.96,3.18,2.93,2.68,3.43,5.30,3.54,4.91,
November,2.73,3.01,1.23,2.11,4.70,2.48,5.63,2.83,3.94,6.83,4.00,
December,3.17,1.57,2.81,2.50,4.75,2.11,0.93,3.01,3.21,7.91,3.90,
Total,42.80,28.25,31.69,35.76,44.72,32.96,34.07,35.65,43.97,36.79,44.18,
Calc annual,42.80,28.25,31.69,35.76,44.72,32.96,34.07,35.65,43.97,36.79,44.18,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
