"CASTLE TOWNSHEND (SEAFIELD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6005,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.20,4.18,6.66,3.19,6.18,5.48,8.33,5.39,8.18,2.52,8.49,
February,2.59,2.64,6.31,10.72,1.83,5.52,5.92,2.48,5.18,6.72,1.59,
March,5.13,3.72,3.40,3.85,1.74,0.40,1.98,5.03,6.32,1.11,5.51,
April,5.58,0.76,3.42,6.66,3.85,6.01,2.40,1.55,3.53,1.40,1.94,
May,5.26,2.25,2.79,0.86,2.96,4.88,4.25,2.37,2.33,3.40,2.61,
June,3.24,0.02,0.92,0.27,5.14,0.49,3.52,2.90,7.12,2.62,3.22,
July,4.11,4.10,3.68,2.60,5.94,3.14,2.08,3.28,2.26,4.19,2.73,
August,2.75,5.00,5.89,7.89,3.70,4.60,2.37,5.33,4.67,3.63,4.69,
September,3.28,2.35,3.27,4.23,6.18,3.18,0.89,3.88,2.18,1.00,4.43,
October,4.09,3.88,2.49,5.92,5.17,4.77,4.18,4.91,8.05,4.82,6.86,
November,6.19,5.18,2.37,5.05,3.35,2.85,5.92,3.97,6.96,9.77,5.75,
December,5.66,3.39,5.11,3.97,7.83,5.07,0.51,5.90,7.05,11.87,4.64,
Total,55.08,37.47,46.31,55.21,53.87,46.39,42.35,46.99,63.83,53.05,52.46,
Calc annual,55.08,37.47,46.31,55.21,53.87,46.39,42.35,46.99,63.83,53.05,52.46,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
