"BOLSTERSTONE, WALDERSHAIGH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2944,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,3.97,5.15,5.26,2.10,4.69,1.71,0.96,1.29,,
February,,,1.68,2.18,2.47,3.80,0.68,0.97,1.65,2.16,,
March,,,2.94,1.54,1.64,2.07,2.97,2.05,4.18,3.06,,
April,,,4.48,3.17,2.08,2.53,2.74,0.98,3.02,3.91,,
May,,,1.44,1.77,1.88,2.54,7.30,2.29,0.70,3.85,,
June,,,4.68,3.89,1.70,3.25,1.26,0.47,2.85,0.55,,
July,,,4.10,3.57,3.09,0.72,4.94,0.72,4.98,3.27,,
August,,4.79,1.98,1.88,1.12,1.76,2.05,1.54,3.70,2.89,,
September,,3.21,2.10,5.35,2.36,3.02,1.42,2.83,0.91,2.28,,
October,,5.33,4.77,5.21,1.92,9.09,4.93,3.22,1.07,5.66,,
November,,3.51,5.21,2.98,1.14,3.17,1.81,2.58,8.71,1.10,,
December,,4.23,4.75,2.90,4.37,1.37,5.86,2.59,2.31,1.30,,
Total,,,42.10,39.59,29.03,35.42,40.65,21.95,35.04,31.32,,
Calc annual,0.00,21.07,42.10,39.59,29.03,35.42,40.65,21.95,35.04,31.32,,
Difference,NaN,NaN,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,,
