"CHERTSEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,241/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.57,2.97,4.08,1.64,1.63,1.54,1.77,4.10,1.40,0.78,,
February,2.08,0.70,1.08,0.74,1.48,2.53,1.28,1.53,1.10,3.91,,
March,3.56,1.73,0.47,0.10,0.70,1.26,4.90,0.60,1.13,0.85,,
April,1.47,0.98,0.80,1.28,1.22,2.05,1.47,1.43,1.68,2.99,,
May,1.73,2.89,2.25,0.87,1.88,3.07,1.33,2.30,1.90,1.81,,
June,2.14,0.76,1.29,1.38,2.21,2.67,3.34,3.10,0.29,1.27,,
July,3.81,1.87,2.40,1.81,4.55,2.61,3.15,1.30,1.10,3.89,,
August,4.41,3.19,1.45,2.16,1.45,3.78,0.34,3.30,1.96,2.98,,
September,0.33,0.78,2.29,2.14,2.35,2.79,1.07,1.36,0.78,2.83,,
October,1.18,3.84,2.33,2.86,2.80,0.97,0.18,2.15,5.38,0.33,,
November,2.73,1.95,1.07,3.70,0.37,4.04,1.19,2.01,2.34,5.17,,
December,1.33,2.32,1.39,1.30,3.16,2.32,2.46,2.67,1.45,1.69,,
Total,27.34,23.98,20.90,19.98,23.80,29.63,22.48,25.85,20.51,28.50,,
Calc annual,27.34,23.98,20.90,19.98,23.80,29.63,22.48,25.85,20.51,28.50,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
