PEVENSEY-BAY-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ668047,Long,0.366536,Lat,50.817827,Elevation,7,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.87,4.31,1.56,1.22,3.3,4.59,3.68,2.85,3.21,1.19,2.14,3.65,2.98,2.51,5.04,0.97,2.87,2.33,2.38,2.02,2.87,0.84,4.55,5.64,4.4,5.85,2.58,3.86,2.82,5.2,2.03,1.38,3.06,2.37,5.54,1.61,1.11,4.43,3.01,1.02,1.42,4.4,5.7,1.97,4.39,3.53,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.47,3.78,3.84,0.73,1.04,2.24,0.42,0.5,2.27,3.54,0.59,3.54,2.77,2.55,1.56,0.68,1.4,2.05,1.18,1.69,0.14,4.41,2.18,5.42,1.01,1.44,2.15,3.14,0.54,1.27,1.04,2.22,3.29,2.26,1.78,1.69,4.65,5.96,1.09,1.67,2.33,1.61,0.66,4.7,3.05,0,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,4.79,0.61,2.84,1.55,0.9,4.24,1.59,1.35,1.44,1.94,1.57,0.62,0.44,3.33,2.2,0,1.74,0.42,1.35,2.01,2.88,0.62,1.25,4.32,0.47,1.54,2.6,2.81,3.39,0.34,0.1,0.84,1.43,7.23,0.76,0.95,1.51,4.19,2.91,0.26,3.61,1.12,0.43,1.53,1.35,1.28,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.68,1.11,1.41,1.4,1.34,2.1,2.47,2.27,1.22,2.98,1.96,2.65,2.13,3.1,1.87,1.78,0.89,1.49,3.47,2.28,0.71,2.24,3.49,1.85,3.03,0.64,2.26,1.31,0.84,1.22,1.53,1.52,1.89,1.71,2.21,1.13,1.1,1.94,2.04,1.32,1.78,0.48,0.29,1.07,0.21,1.13,2.41,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,0.71,0.71,3.02,2.4,1.31,1.37,0.25,1.03,0.81,0.48,3.22,2.78,2.84,1.97,0.55,1.41,1.91,2.73,2,2.11,1.7,0.42,1.22,0.32,2.25,2.79,0.89,1.67,2,2.74,2.03,0.47,1.69,2.92,2.5,2.05,1.4,1.41,1.95,1.33,1.18,1.67,4.45,0.34,0.86,1.78,0.73,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.9,1.45,1,2.55,4.07,0.8,0.38,1.04,0.02,1.26,0.6,1.17,0.1,2.5,3.74,2.39,1.69,1.28,1.19,1.71,2.11,1.61,1.55,2.8,1.49,0.8,0.95,1,1.77,0.2,1.26,1.42,0.62,2.36,2.62,1.97,0.54,0.85,1.13,0.77,1.48,2.08,2.53,2.2,0.6,3.59,0.63,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.02,1.78,3.35,0.8,3.5,3.1,1.08,3.31,0.22,1.97,2.81,2.25,4.07,2.25,2.5,1.19,1.14,2.06,3.05,3.83,1.56,0.89,0.29,4.66,1.12,1.85,1.99,2.61,2.3,1.89,1.79,1.95,3.59,1.87,2.78,1.69,0.44,2.23,1.63,0.77,2.76,2.78,1.86,3.42,4.12,2.96,1.53,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.92,0.84,0.6,2.13,7.15,1.91,2.14,1.76,1.22,2.16,2.08,3.54,1.62,2.07,4.17,1.06,1.89,3.39,3.34,0.76,0.9,2.28,4.77,0.91,1.79,1.41,2.1,0.02,3.88,1.56,1.29,2.73,1.65,5.73,0.08,3.91,1.1,2.94,5.48,2.9,2.18,3.43,2.19,3.64,1.94,3.78,0.88,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.39,1.15,1.49,1.45,1.49,6.4,0.77,2.98,0.45,2.32,2.97,2.43,3.02,0.56,4.82,0.34,0.92,3,1.54,2.28,4.28,1.83,5.98,2.2,2.27,2.81,0.58,2.02,0.33,3,1.82,2.47,2.94,2.88,1.83,2.62,2.4,3.39,3.87,3.4,3.17,3.74,1.99,3.96,3.44,3.4,0.19,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,4.66,2.02,3.46,5.42,4.96,2.22,0.85,1.22,0.7,0.92,6.3,4.88,3.89,3.11,1.25,6.56,4.45,2.3,0.55,8.17,2.14,2.98,5.18,1.24,3.67,3.73,7.19,2.93,1.04,4.27,2.95,4.73,2.54,1.13,0.34,1.87,9,1.11,3.18,3.48,2.66,2.63,5.05,1.3,1.99,3.99,4.11,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
