GALASHIELS ABBOTSFORD ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT 497 356,Long,-2.800718,Lat,55.61107,Elevation,416,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,ZZ999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,4.2,4.58,3.27,2.7,1.89,4.25,4.72,2.28,4.25,1.16,6.58,4.23,1.11,1.12,1.72,1.74,3.35,6.37,3.35,4.72,1.88,1.96,0.91,4.03,1.92,2.08,1.33,3.62,4.09,1.64,1.48,0.73,3.13,4.27,2.64,1.31,4.76,2.32,1,3.11,1.03,3.34,3.32,3.26,1.06,2.99,3.65,1.85,1.61,3.34,3.01,3.22,3.05,3.44,6.32,4.25,2.28,3.96,3.81,3.53,3.03,5.13,1,2.65
February,,,,,,,,1.79,4.07,2.95,2.94,3.43,3.99,1.72,1.91,1.44,4.76,3.22,1.68,2.99,3,2.73,2.82,3.36,3.82,3.28,1.35,1.21,1.54,2.49,1.22,0.28,2.06,3.84,8.96,0.63,1.4,1.97,1.93,1.19,5.58,1.4,1.57,4.66,3.28,1.38,1.69,2.08,1.96,1.88,3.27,2.36,2.29,1.25,3.03,3.4,4.12,0.56,2.6,1.4,3.21,0.43,3.08,5.46,1.65,6.81,4.67,0.79,2.8,1.44,0.82
March,,,,,,,,2.68,3.05,1.34,1.26,1.91,2.94,1.64,1.84,1.37,4.36,2.72,1.05,2.53,2.47,3.65,2.51,3.3,2.5,1.72,5.91,1.86,3.5,3.01,1.87,4.24,1.45,1.03,1.36,4.39,2.42,3.82,1.56,2.4,1.14,1.85,1.06,3.71,2.1,3.1,2.03,2.54,5.05,4.98,1.49,2.78,2.73,3.77,3.34,2.31,3.4,1.28,0.52,2.15,4.72,4.69,2.04,0.99,0.91,2.02,1.82,2.68,3.88,0.18,1.94
April,,,,,,,,3.63,3.41,1.42,0.49,4.23,3.16,0.82,1.89,0.68,2.51,4.31,2.16,2.81,2.54,1.39,4.14,1.49,1.98,3.04,1.49,1.58,1.96,3.7,1.35,0.88,1.47,0.81,1.15,1.12,0.84,1.53,3.12,2.78,2.37,2.28,1.77,1.61,1.94,2.64,1.12,2.14,1.2,3.19,2.51,2.01,0.28,2.81,0.84,0.72,2.12,2.41,0.6,1.87,2.31,0.62,2.74,2.32,1.9,3.75,2.09,2.48,0.64,1.35,1.3
May,,,,,,,,2.53,2.26,2.63,2.46,0.92,2.97,2.15,1.2,1.48,0.8,2.56,4.2,1.67,0.64,2.51,2.06,1.03,1.64,3.24,4.91,1.6,1.16,1.72,1.93,1.47,3.45,2.04,4.21,0.78,0.53,1.16,1.3,2.58,2.18,1.75,3.18,1.33,2.61,0.92,5.72,3.2,2.08,2.18,1.46,0.95,1.12,3.29,2.2,1.23,3.45,1.67,2.35,1.17,3.39,2.06,1.01,3.03,4.12,6.58,2.49,1.52,1.27,1.23,0.97
June,,,,,,,,1.7,1.08,1.22,1.34,3.37,3.13,0.63,1.85,2.87,3.71,2.14,2.81,5.13,1.83,3.2,4.63,2.99,0.74,0.45,1.23,1.77,2.69,1.39,3.38,0.91,3.03,2.52,2.8,2.22,2.45,3.42,1.25,1.46,4.75,2.04,1.72,1.49,2.87,2.59,2.22,3.36,1.07,1.43,2.47,2.07,4.2,1.5,1.76,0.98,1.46,1.41,0.2,0.86,1.34,0.74,1.55,1.33,1.2,0.61,4.06,2.62,3.78,1.56,2.13
July,,,,,,,,5.32,0.64,0.42,1.26,3.21,3.99,4.17,2.56,2.9,1.75,4.57,1.15,3.68,3.78,2.34,4.58,3.76,8.01,1.08,3.27,2.88,4.43,4.64,2.61,3.46,1.96,2.33,1.53,5.36,4.12,1.61,0.81,2.57,3.8,1.49,2.59,3.89,2.4,1.68,1.86,2.88,1.94,2.48,4.68,0.83,2.49,0.67,1.62,2.36,4.52,1.48,3.35,0.48,3.14,4.17,6.66,2.31,5.16,1.49,3.5,3.41,1.02,2.63,3.06
August,,,,,,,,2.08,4.27,0.93,1.67,1.86,4.23,3.45,4.88,1.65,5.07,8.19,5.21,3.94,0.69,5.32,2.42,2.42,2.28,2.17,1.31,2.26,2.75,3.67,4.75,5.65,4.18,2.63,3.84,5.19,1.21,3.47,2.37,1.01,4,5.82,1.11,3.19,2.52,3.29,5.9,3.31,2.37,1.51,5.22,0.97,5.21,1.4,1.53,2.49,4.23,5.45,1.68,2.21,3.54,5.45,3.51,6.5,3.47,4.35,3.88,6.75,4.63,3.93,5.59
September,,,,,,,,2.14,3.76,5.21,2.02,2.29,4.49,2.96,2.29,4.46,3.55,2.37,3.8,1.86,4.58,3.55,1.75,4.52,3.06,3.92,2.71,4.24,0.64,1.13,1.74,5.01,1.51,0.76,0.46,0.31,4.39,1.91,2.48,3.19,1.66,1.35,1.47,2.66,1.14,1.87,0.76,0.87,2.2,2,0.41,1.07,2.56,1.9,0.81,1.64,1.66,1.32,4.83,2.65,1.75,1.48,3.63,2.34,3.89,6.56,3.78,8.64,1.32,0.19,2.52
October,,,,,,,,2.34,2.37,1.72,4.34,2.89,4.59,4.07,4.31,4.47,2.98,4.37,2.62,1.43,3.63,3.7,2.49,3.64,1.55,3.62,4.96,1.41,1.17,4.98,1.94,2.94,4.32,1.8,3.83,5.43,4.49,1.49,5.52,1.97,3.96,2.45,1.56,8.96,0.85,2.38,6.59,5.03,1.61,4.39,2.83,2.66,3.14,2.99,1.34,2.01,4.61,3.44,3.35,3.12,2.9,3.55,4.9,3.52,2.96,3.11,5.53,3.91,4.96,2.7,4.07
