GALASHIELS ABBOTSFORD ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT 497 356,Long,-2.800718,Lat,55.61107,Elevation,416,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,ZZ999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
November,,,,,,,,0.35,2.64,2.45,1.37,2.42,6.54,2.82,4.38,4.98,3.67,3.38,4.46,2.31,5.71,4.72,3.78,2.7,2.32,1.55,4.72,3.96,7.71,0.78,5.06,3.1,2.13,2.55,2.33,4.2,1.04,2.14,3.98,4.47,4.27,4.74,2.68,1.78,1.97,4.01,3.28,1.93,1.57,0.57,3.42,4.33,2.23,2.02,4.02,1.89,5.04,2.27,1.79,5.17,2.5,1.82,1.68,3.7,1.65,1.65,4.7,2.21,3.39,3.21,3.47
December,,,,,,,,2.32,4.35,4.5,3.54,2.46,4.74,1.53,3.81,2.74,10.79,1.86,2.95,2.75,3.46,3.12,5.85,1.43,3.33,1.56,3.27,2.2,2.18,2.04,1.64,7,1.08,4.03,2.87,3.74,4.57,5.25,2.49,2.77,4.59,4.38,4.27,1.51,2.52,1.13,3.98,3.91,1.1,3.61,2.35,4.56,3.4,2.34,5.59,6,2.69,2.09,1.77,5.05,4.68,4.05,3.96,3.77,4.47,3.92,0.41,2.29,2.09,5.23,2.63
Total,,,,,,,,31.08,36.48,28.06,25.39,30.88,49.02,30.68,33.2,33.29,45.11,46.27,36.32,32.21,33.45,37.95,38.77,33.99,37.6,28.98,39.85,26.85,31.69,30.46,31.52,36.86,28.72,25.67,36.96,37.46,29.1,29.25,27.54,29.52,42.57,32.19,24.29,39.55,26.52,25.99,38.26,32.28,25.49,31.54,33.37,25.65,32.64,27.59,27.93,26.64,40.64,26.39,26.26,29.18,36.92,35.38,39.01,37.55,35.34,44.66,40.46,40.33,34.91,24.65,31.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
