"OUNDLE SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1136,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.47,0.99,,,,2.18,1.22,1.69,1.62,3.89,,
February,2.37,1.05,,,,2.62,3.86,0.59,1.00,2.37,,
March,0.61,1.69,,,,0.90,4.58,1.38,0.59,2.84,,
April,1.65,,,,,0.78,0.79,1.03,2.62,1.91,,
May,2.61,,,,,1.84,2.42,1.49,1.73,0.89,,
June,1.02,1.64,,,,1.82,1.50,2.91,0.35,0.78,,
July,1.69,0.39,,,,3.86,0.99,1.34,2.27,2.65,,
August,2.09,,,,,2.29,2.69,5.74,0.89,1.87,,
September,0.70,,,,,0.88,0.67,2.09,4.33,1.48,,
October,1.68,2.81,,,,1.10,1.75,2.88,1.60,1.30,,
November,2.42,4.81,,5.77,,2.75,3.32,0.95,1.86,1.80,,
December,5.81,,,0.82,,3.86,2.35,0.59,1.72,3.52,,
Total,24.12,,,,,24.88,26.14,22.68,20.58,25.30,,
Calc annual,24.12,13.38,0.00,6.59,0.00,24.88,26.14,22.68,20.58,25.30,,
Difference,0.00,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,,
