"WARRENPOINT CLONALLON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4532,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.84,3.67,3.93,2.25,5.66,2.59,6.19,,,,,
February,2.35,0.99,3.15,5.41,1.50,3.75,3.11,,,,,
March,3.23,3.06,2.01,3.09,1.08,0.82,1.81,,,,,
April,4.02,0.95,3.16,4.71,3.32,2.50,1.98,,,,,
May,3.44,3.37,1.71,1.52,4.77,5.40,1.91,,,,,
June,2.84,0.20,1.57,1.11,3.22,0.36,2.38,,,,,
July,3.52,3.79,3.46,2.24,4.71,3.84,3.12,,,,,
August,2.63,3.92,4.71,5.45,4.74,2.78,4.26,,,,,
September,2.53,1.55,2.91,3.35,5.66,3.39,1.51,,,,,
October,5.40,2.48,1.97,3.17,3.56,3.32,,,,,,
November,3.15,3.99,1.11,2.86,3.76,2.46,,,,,,
December,5.17,2.54,3.64,3.26,3.77,2.46,,,,,,
Total,42.12,30.51,33.33,38.42,45.75,33.67,,,,,,
Calc annual,42.12,30.51,33.33,38.42,45.75,33.67,26.27,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
