SPOONER-ROW-WATTLEFIELD-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM111970,Long,1.1107476,Lat,52.529944,Elevation,161,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.85,2.54,2.67,1.68,,,,,,2.24,2.08,4.65,1.61,2.41,1.36,2.89,2.14,4.03,2.02,2.09,2.11,1.26,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.63,1.29,0.68,1.8,,,,,,0.66,0.37,2.73,3.46,1.49,2.07,2.15,2.08,1.47,0.56,0.75,2.52,0.64,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.68,2.47,2.38,3.84,,,,,,1.41,1.13,1.98,1.54,0.89,1.63,0.29,2.07,1.99,0.05,1.35,0.34,1.86,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.16,0.36,2.15,0.75,,,,,,3.37,1.17,2.54,1.01,2.25,2.16,2.58,1.36,1.49,0.86,2.11,3.68,3.17,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.39,1.17,1.61,1.04,,,,,,1.99,1.33,0.77,1.38,4.52,2.74,1.64,0.5,1.7,1.01,3.02,3.38,4.07,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,3.17,2.8,1.14,1.27,,,,,,1.94,0.36,1.13,0.89,1.73,0.69,3.14,5.19,2.19,0.85,1.2,1.72,0.38,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.6,3.74,2.4,2.5,,,,,,3.14,0.69,6.26,3.31,2.41,1.86,2.08,2.63,2.06,3.43,3.96,2.95,3.19,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.48,9.86,0.71,0.92,,,,,,1.9,1.96,1.79,2.88,2.96,3.16,1.89,3.43,1.77,1.04,2.67,3.48,3.29,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.97,2.72,1.43,1.23,,,,,,2.56,1.28,3.16,2.03,3.94,2.97,0.71,3.39,0.65,0.7,5.12,2.05,1.97,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.69,1.95,3.6,2.68,,,,,,0.84,1.43,0.93,3.63,4.83,2.12,2.65,2.5,2.35,3.21,0.85,0.95,4.14,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
