"LEYTON (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ376862,Long,-0.016502,Lat,51.557907,,,,,,,
Station no,1226,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.63,1.75,0.65,1.10,2.15,3.27,1.42,2.25,1.87,1.79,,
February,5.48,0.79,1.48,2.12,1.50,0.14,3.18,2.34,0.05,2.04,,
March,3.29,2.63,0.41,1.99,0.94,0.85,1.04,1.09,1.51,1.61,,
April,2.73,1.14,2.26,0.30,0.29,1.16,0.24,1.72,2.22,0.42,,
May,2.03,0.87,1.12,1.76,4.18,0.62,1.48,2.47,0.85,1.97,,
June,1.03,1.93,1.73,3.32,2.18,2.15,1.25,5.59,0.68,1.56,,
July,1.54,0.65,4.45,2.59,0.62,4.10,3.68,2.43,1.67,2.79,,
August,3.97,2.80,1.94,3.38,0.96,5.11,1.77,3.49,2.62,2.19,,
September,3.55,2.92,1.91,1.65,1.87,2.38,2.38,3.74,0.08,4.50,,
October,0.97,2.34,3.26,1.65,2.79,2.08,2.07,2.37,1.82,5.31,,
November,4.58,3.76,0.88,3.40,0.60,0.49,2.26,1.86,3.07,3.74,,
December,1.76,2.16,0.61,1.48,1.76,2.29,1.52,2.99,3.03,2.30,,
Total,33.56,23.74,20.70,24.74,19.84,24.64,22.29,32.34,19.47,30.42,,
Calc annual,33.56,23.74,20.70,24.74,19.84,24.64,22.29,32.34,19.47,30.22,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,,
