"WAKEFIELD, WALTON HALL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE364163,Long,-1.450897,Lat,53.641953,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,1.91,3.74,2.02,1.14,0.56,0.06,1.95,2.47,2.98,0.93,3.79,2.24,0.94,1.39,2.28,1.27,0.91,1.21,1.41,3.8,0.24,2.5,0.38,2.27,2,1.11,0.89,1.18,1.73,0.42,2.33,0.58,0.96,0.89,2.46,,,,,,,,,,,,,,,,,1.3,3.5,1.68,3.53,1.67,1.44,1.51,1.25,1,3,3.3,2.15,4.37,
February,,,,,,,0.83,1.18,0.94,2.72,1.74,3.32,1.66,1.51,2.33,2.47,0.77,0.53,1.54,1.33,0.79,0.02,2.03,1.87,3.09,0.13,0.76,2.66,0.73,0.9,3.13,1.21,1.09,1.08,3.39,0.59,1.54,0.79,0.89,0.49,1.56,,,,,,,,,,,,,,,,,0.82,1.7,0.69,0.59,2.32,0.23,3.53,0.4,2.1,2.55,3.49,0.77,0.93,
March,,,,,,,2.58,4.06,0.68,1.1,2.75,2.99,1.97,0.96,1.56,1.5,2.05,1.54,3.22,3.06,1.49,1,0.79,0.23,0.75,1.82,1.94,1.6,0.69,0.68,0.57,1.26,0.69,2.56,1.94,1.41,0.79,1.05,2.08,2.42,0.23,,,,,,,,,,,,,,,,,1.37,1.93,0.11,2.36,0.15,1.18,2.38,1.94,0.68,1.5,2.45,0.27,1.72,1.85
April,,,,,,,1.75,3.02,1.89,2.65,1.18,1.24,3.52,2.78,1.81,1.76,2.27,0.62,1.91,3.38,0.84,1.65,0.77,0.59,2.94,1.57,0.72,1.46,2.27,1.43,0.45,1.24,2.2,1.31,1.34,1.45,0.69,1.65,1.76,1.58,,,,,,,,,,,,,,,,,,2.77,0.7,0.63,2.18,3.14,2.07,1.27,2.5,2.14,1.11,2.73,0.03,1.41,2
May,,,,,,,0.5,2.19,4.17,2.1,2.51,0.67,0.92,0.97,1.14,1.69,6.25,2.44,0.45,4.57,2.41,2.16,2.87,2.22,1.34,0.87,0.51,0.65,1.44,2.44,0.95,0.83,2.3,2.84,2.18,0.43,1.3,2.82,2.41,1.88,,,,,,,,,,,,,,,,,,1.45,2.75,1.07,1.94,2.8,5.58,2.35,0.94,0.5,1.41,3,1.25,1.5,0.43
June,,,,,,,1.87,1.5,2.34,3.91,3.02,1.73,4.04,2.83,0.76,2.61,0.94,0.15,2.6,0.29,2.44,2.73,4.87,1.15,2.43,2.73,2.24,3.2,1.56,1.67,2.45,0.55,1.1,1.98,0.81,1.99,1.94,2.47,1.16,3.07,,,,,,,,,,,,,,,,,,2.32,3.27,1.15,1.37,4.55,0.1,1.17,1.78,2.53,4.24,1.5,1.38,1.66,0.63
July,,,,,,,1.54,2.63,0.94,2.95,5.82,1.86,3.4,3.35,2.9,0.71,5.58,1.14,4.75,1.39,2.01,2.05,1.44,2.31,5.02,5.59,0.94,0.39,0.87,1.66,3.01,2.78,1.64,2.18,1.93,1.23,1.42,2.26,2.23,2.74,,,,,,,,,,,,,,,,,,2.73,0.5,1.9,5.73,6.03,2.88,1.38,1.33,0.63,3.45,2.72,2.71,5.16,3.9
August,,,,,,,1.93,4.12,5.31,2.77,1.38,3.25,1.66,1.99,1.55,0.98,2.19,1.64,2.2,3.43,2.77,2.94,2.01,2.22,1.95,1.42,2.1,2.15,3.08,1.16,4.36,0.92,2.46,2.41,2.94,3.06,1.74,1.25,1.2,1.98,,,,,,,,,,,,,,,,,,5.19,2.46,2.64,2.79,4.93,1.45,0.31,0.65,1.9,1.28,0.31,4.11,0.98,
September,,,,,,,3.05,2.71,2.59,1.43,4.73,2.45,2.42,4.32,0.89,1.88,1.32,3.12,1.15,1.12,1.4,1.55,0.93,1,0.74,0.49,4.08,1.77,0.27,2.71,0.09,0.4,0.9,2.66,0.75,0.99,0.34,0.46,1.58,1.46,,,,,,,,,,,,,,,,,,3.27,0.38,0.78,4.1,3.63,1,2.45,2,3.48,1.96,1.56,2.2,1.73,
October,,,,,,,2.28,2.54,2.07,0.94,4.8,2.62,3.74,3.23,1.13,5.39,4.16,2.32,0.84,3.85,0.61,2.83,5.42,1.54,3.86,2.95,3.66,1.17,2.85,2.37,2.48,1.67,2.45,5.89,0.3,1.57,3.97,4.5,0.64,1.24,,,,,,,,,,,,,,,,,,2,2.32,1.89,2.62,0.76,2.86,3.83,1.28,4.79,2,1.53,3.11,2.67,
November,,,,,,,3.44,1.84,2.07,1.11,1.54,2.1,2.6,2.09,0.52,2.22,1.44,1.62,5.45,0.77,2.65,1.86,0.89,1.53,0.76,2.15,1.19,1.67,1.59,0.55,1.64,2.92,1.43,1.04,0.98,2.58,2.42,2.38,0.61,0.37,,,,,,,,,,,,,,,,,,3,2.92,4.14,1.98,3.3,1.28,2.03,2.5,5.05,3.98,2,2.17,3.44,
December,,,,,,,6.03,2.24,1.38,1.32,3.28,2.44,1.65,0.84,2.05,0.53,3.65,1.44,1.55,1.49,0.51,3.11,0.48,2.73,1.13,2.72,1.84,1.77,2.01,2.37,2.48,3.57,1.11,0.66,1.21,0.28,2.23,1.58,0.74,4.83,,,,,,,,,,,,,,,,,,2.73,1.16,4.66,1.99,0.88,0.79,0.47,3.41,2.45,1.2,2.5,2.76,1.43,
Total,,,,,,,27.71,31.77,26.4,24.14,33.31,24.73,29.53,27.34,19.62,22.67,34.41,18.8,26.6,26.07,20.2,23.17,23.41,18.6,25.42,26.24,20.22,20.99,17.74,20.21,23.61,18.46,18.26,25.79,19.5,16,20.71,21.79,16.26,22.95,,,,,,,,,,,,,,,,,,28.95,23.59,21.34,31.18,34.16,20.86,22.68,19.98,27.25,27.68,27.09,22.91,27,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1927 Nov 3, Dec 2.73 adjusted by maps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1928 Apr 0.7, May 2.75 adjusted by maps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1940 Jan 2.6, Feb 2.7 estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge moved 3/4 mile NE 31st July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 therefore part year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
