"HAVERTHWAITE (OUTWOOD)",,,,,,,,,,,,
Grid ref,SD346836,Long,-3.005081,Lat,54.243893,,,,,,,
Station no,3024/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.01,5.72,3.48,5.13,3.94,5.49,7.05,6.70,,,,
February,5.90,1.51,2.07,5.85,2.36,0.84,4.96,7.09,,,,
March,5.59,4.40,0.87,4.30,2.24,1.86,4.14,2.03,,,,
April,2.51,3.76,3.12,1.80,3.67,1.50,1.22,2.03,,,,
May,3.18,3.27,3.54,3.62,4.30,3.25,4.47,6.64,,,,
June,1.28,4.53,2.86,5.32,5.34,2.54,2.87,4.14,,,,
July,3.66,2.43,6.11,6.12,2.42,8.30,4.26,3.85,,,,
August,4.89,8.51,6.14,7.66,3.03,8.67,5.16,4.98,,,,
September,6.50,4.79,7.58,8.84,4.20,4.85,8.29,7.75,,,,
October,1.09,4.15,3.45,12.10,3.58,5.73,8.35,6.92,,,,
November,9.93,2.62,8.69,10.95,3.40,2.11,2.06,2.82,,,,
December,11.92,6.51,4.54,8.56,8.56,5.77,6.56,5.13,,,,
Total,64.46,52.20,52.45,80.25,47.04,50.91,59.39,60.08,,,,
Calc annual,64.46,52.20,52.45,80.25,47.04,50.91,59.39,60.08,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
